,circuit_name,deenergize_time,restoration_time,key_communities,hftd_tier,total_affected,residential_affected,zip_code,longitude,latitude,substn_present,total_pop,median_age,median_income,white_pct,tmin_d-5,tmax_d-5,wspd_d-5,tmin_d-4,tmax_d-4,wspd_d-4,tmin_d-3,tmax_d-3,wspd_d-3,tmin_d-2,tmax_d-2,wspd_d-2,tmin_d-1,tmax_d-1,wspd_d-1,zip_is_90250,zip_is_91504,zip_is_91709,zip_is_91755,zip_is_91901,zip_is_92082,zip_is_92283,zip_is_92356,zip_is_92707,zip_is_92782,zip_is_92870,zip_is_93003,zip_is_93203,zip_is_93204,zip_is_93210,zip_is_93249,zip_is_93301,zip_is_93306,zip_is_93307,zip_is_93308,zip_is_93313,zip_is_93441,zip_is_93450,zip_is_93454,zip_is_93458,zip_is_93461,zip_is_93465,zip_is_93561,zip_is_93602,zip_is_93635,zip_is_93638,zip_is_93643,zip_is_93644,zip_is_93660,zip_is_93906,zip_is_93907,zip_is_93920,zip_is_93926,zip_is_93930,zip_is_93960,zip_is_94010,zip_is_94019,zip_is_94024,zip_is_94025,zip_is_94044,zip_is_94062,zip_is_94070,zip_is_94115,zip_is_94402,zip_is_94503,zip_is_94506,zip_is_94513,zip_is_94515,zip_is_94521,zip_is_94523,zip_is_94530,zip_is_94531,zip_is_94533,zip_is_94534,zip_is_94536,zip_is_94538,zip_is_94546,zip_is_94547,zip_is_94549,zip_is_94551,zip_is_94553,zip_is_94558,zip_is_94559,zip_is_94563,zip_is_94565,zip_is_94566,zip_is_94574,zip_is_94577,zip_is_94578,zip_is_94583,zip_is_94586,zip_is_94588,zip_is_94590,zip_is_94597,zip_is_94601,zip_is_94609,zip_is_94610,zip_is_94611,zip_is_94618,zip_is_94621,zip_is_94701,zip_is_94703,zip_is_94707,zip_is_94708,zip_is_94803,zip_is_94901,zip_is_94903,zip_is_94904,zip_is_94923,zip_is_94924,zip_is_94928,zip_is_94931,zip_is_94941,zip_is_94945,zip_is_94946,zip_is_94952,zip_is_94954,zip_is_94965,zip_is_94973,zip_is_95003,zip_is_95006,zip_is_95014,zip_is_95017,zip_is_95018,zip_is_95020,zip_is_95023,zip_is_95030,zip_is_95032,zip_is_95035,zip_is_95037,zip_is_95039,zip_is_95060,zip_is_95065,zip_is_95066,zip_is_95070,zip_is_95116,zip_is_95123,zip_is_95124,zip_is_95138,zip_is_95148,zip_is_95219,zip_is_95222,zip_is_95236,zip_is_95249,zip_is_95318,zip_is_95322,zip_is_95327,zip_is_95346,zip_is_95363,zip_is_95370,zip_is_95377,zip_is_95383,zip_is_95401,zip_is_95403,zip_is_95407,zip_is_95412,zip_is_95421,zip_is_95422,zip_is_95423,zip_is_95425,zip_is_95428,zip_is_95436,zip_is_95437,zip_is_95441,zip_is_95442,zip_is_95445,zip_is_95448,zip_is_95449,zip_is_95451,zip_is_95453,zip_is_95454,zip_is_95460,zip_is_95461,zip_is_95462,zip_is_95464,zip_is_95466,zip_is_95469,zip_is_95470,zip_is_95472,zip_is_95476,zip_is_95482,zip_is_95485,zip_is_95492,zip_is_95501,zip_is_95503,zip_is_95511,zip_is_95521,zip_is_95525,zip_is_95526,zip_is_95531,zip_is_95536,zip_is_95540,zip_is_95542,zip_is_95546,zip_is_95547,zip_is_95550,zip_is_95554,zip_is_95555,zip_is_95562,zip_is_95564,zip_is_95570,zip_is_95573,zip_is_95602,zip_is_95603,zip_is_95614,zip_is_95631,zip_is_95634,zip_is_95640,zip_is_95642,zip_is_95653,zip_is_95663,zip_is_95665,zip_is_95666,zip_is_95667,zip_is_95669,zip_is_95682,zip_is_95687,zip_is_95688,zip_is_95694,zip_is_95695,zip_is_95701,zip_is_95703,zip_is_95709,zip_is_95713,zip_is_95726,zip_is_95728,zip_is_95746,zip_is_95762,zip_is_95901,zip_is_95912,zip_is_95925,zip_is_95926,zip_is_95928,zip_is_95937,zip_is_95939,zip_is_95945,zip_is_95947,zip_is_95949,zip_is_95954,zip_is_95955,zip_is_95959,zip_is_95960,zip_is_95963,zip_is_95965,zip_is_95966,zip_is_95969,zip_is_95971,zip_is_95973,zip_is_95977,zip_is_95987,zip_is_95988,zip_is_96001,zip_is_96003,zip_is_96007,zip_is_96013,zip_is_96019,zip_is_96020,zip_is_96021,zip_is_96028,zip_is_96035,zip_is_96051,zip_is_96055,zip_is_96059,zip_is_96069,zip_is_96073,zip_is_96076,zip_is_96080,zip_is_96096,zip_is_96137
1608,PIKE CITY,2020-10-25 14:00:00,2020-10-28 11:20:00,CAMPTONVILLE,3.0,24.0,15.0,95960,-120.996098746746,39.4381061051293,True,592.0,40.3,33910.0,0.9797297297297297,16.0,27.0,3.6,17.0,26.0,3.0,12.8,20.0,5.6,13.0,22.0,4.1,11.0,20.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,TEJON,2020-12-02 19:06:00,2020-12-03 16:04:00,LEBEC,2.0,594.0,479.0,93307,-118.955155896207,35.0196539927166,True,86273.0,26.8,42128.0,0.6576681001008426,1.7,18.9,7.6,1.7,17.2,4.3,1.1,17.8,5.4,3.3,17.2,6.1,3.9,18.3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,NAPA1102,2019-10-26 17:20:00,2019-10-28 14:25:00,NAPA,2.0,14.0,7.0,94559,-122.278915047906,38.2954518695612,True,27564.0,38.2,76960.0,0.7582353794804818,7.2,32.8,5.6,6.7,29.4,4.7,8.3,31.7,11.1,13.3,33.9,11.6,7.8,29.4,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,PARADISE,2020-09-07 21:57:00,2020-09-09 17:48:00,"MAGALIA, PARADISE",3.0,1347.0,1117.0,95969,-121.61873043547,39.7606629529058,True,19112.0,56.5,49681.0,0.9143993302637087,13.4,29.3,4.0,10.9,29.2,2.8,7.7,25.7,7.1,10.8,26.4,6.7,13.0,25.5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,VINEYARD2110,2019-10-26 20:11:00,2019-10-28 08:48:00,LIVERMORE,2.0,32.0,18.0,94566,-121.854437592466,37.669689294754,True,45050.0,43.6,163499.0,0.56992230854606,8.9,29.4,7.3,12.2,30.0,4.8,12.8,28.9,8.2,13.9,30.6,11.6,11.1,32.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,SMARTVILLE1101,2019-10-26 17:04:00,2019-10-30 11:54:00,"SMARTVILLE, MARYSVILLE",2.0,255.0,221.0,95977,-121.303269083848,39.2090055295849,True,1586.0,36.6,62830.0,0.8158890290037831,8.8,29.4,17.7,10.4,27.9,5.0,9.7,32.3,16.2,11.1,31.0,16.0,8.9,30.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,MORAGA1105,2019-10-26 22:07:00,2019-10-29 12:47:00,"MORAGA, CANYON",3.0,901.0,863.0,94563,-122.160831854805,37.8477639291833,True,19351.0,49.1,231373.0,0.7409952974006512,9.4,27.8,4.7,10.0,28.3,6.8,10.6,28.3,6.8,18.3,32.8,14.0,11.1,29.4,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,PENRYN1107,2019-10-09 00:10:00,2019-10-11 14:57:00,"LOOMIS, PENRYN, GRANITE BAY, NEWCASTLE",2.0,2145.0,1986.0,95663,-121.166560410282,38.844504119716,True,2787.0,49.6,120742.0,0.8848223896663079,5.0,23.0,10.3,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,CORONA1103,2019-10-09 02:36:00,2019-10-10 16:35:00,"PETALUMA, PENNGROVE",2.0,2969.0,2684.0,94954,-122.657368534231,38.2650127047925,True,39018.0,42.8,95724.0,0.7503716233533241,8.0,26.0,7.6,6.0,29.0,3.0,6.7,31.1,5.5,9.4,32.2,5.0,8.0,29.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,PLACERVILLE,2020-10-25 15:12:00,2020-10-27 17:46:00,PLACERVILLE,2.0,1091.0,817.0,95667,-120.783838608274,38.7308986421241,True,35452.0,50.4,74324.0,0.9177761480311407,19.0,27.0,10.2,18.0,28.0,0.3,17.0,23.0,8.3,13.0,23.0,6.8,10.0,20.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,SARATOGA1104,2019-10-26 20:06:00,2019-10-28 11:11:00,"SARATOGA, LOS GATOS, MONTE SERENO",2.0,378.0,365.0,95070,-122.015219816727,37.2810366267778,True,31442.0,50.4,201279.0,0.45715921379047136,11.7,28.3,7.7,12.2,29.4,7.9,13.9,29.4,6.0,13.3,32.2,3.8,13.9,31.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,MADISON2101,2019-11-20 07:39:00,2019-11-21 10:01:00,"GUINDA, RUMSEY, BROOKS, CAPAY",2.0,341.0,229.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,8.0,19.0,7.4,6.0,22.0,4.2,5.0,23.0,2.4,5.0,23.0,4.4,9.0,20.0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,INDIAN FLAT1104,2019-10-27 14:21:00,2019-10-29 15:50:00,"EL PORTAL, YOSEMITE NATIONAL PARK",2.0,579.0,471.0,95318,-119.841227830771,37.6647944768174,True,271.0,39.6,45988.0,1.0,11.7,28.9,2.5,13.3,27.8,5.0,13.3,30.0,5.4,13.9,31.1,3.6,12.2,29.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,CLEAR LAKE,2020-10-25 16:18:00,2020-10-27 15:30:00,"FINLEY, KELSEYVILLE, LAKEPORT",3.0,976.0,739.0,95453,-122.894000771299,39.0077675085857,True,11209.0,48.4,55625.0,0.7286109376393969,9.4,33.9,1.3,8.9,31.1,2.2,8.3,30.6,1.1,6.1,26.7,2.7,6.1,22.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,RAWSON1103,2019-10-09 00:27:00,2019-10-10 18:39:00,"RED BLUFF, SAN PABLO",2.0,2489.0,2007.0,94803,-122.2767,37.9587,True,26062.0,45.4,96971.0,0.46201365973447933,8.3,23.3,11.2,8.9,26.7,7.9,10.0,28.3,6.8,12.8,30.0,5.8,11.1,26.7,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,HIGHLANDS1104,2019-11-20 07:57:00,2019-11-20 20:49:00,CLEARLAKE,2.0,2710.0,2488.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.1,21.7,5.1,5.0,22.2,2.2,4.4,26.7,2.2,5.0,26.7,4.3,5.6,20.0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,WESTLEY,2021-10-11 08:42:00,2021-10-12 14:37:00,STANISLAUS,2.0,30.0,4.0,95363,-121.231136327939,37.5169430285155,True,28333.0,32.2,72898.0,0.6618077859739526,14.4,23.3,11.6,12.8,23.9,14.9,11.1,20.0,11.6,7.2,21.1,8.2,6.7,24.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
