circuit_name,deenergize_time,restoration_time,time_out_min,key_communities,hftd_tier,total_affected,residential_affected,zip_code,longitude,latitude,substn_present,total_pop,median_age,median_income,white_pct,tmin_d-4,tmax_d-4,wspd_d-4,tmin_d-3,tmax_d-3,wspd_d-3,tmin_d-2,tmax_d-2,wspd_d-2,tmin_d-1,tmax_d-1,wspd_d-1,tmin_d-0,tmax_d-0,wspd_d-0
GARBERVILLE1101,2019-10-09 00:27:00,2019-10-10 05:55:00,1768.0,"GARBERVILLE, LEGGETT, PIERCY, WESTPORT",2.0,1188.0,900.0,95542,-123.792877414778,40.1030078598229,True,2262.0,45.2,27534.0,0.9526967285587975,6.0,18.0,13.1,8.0,25.0,13.9,9.0,22.0,13.7,8.0,20.0,15.6,,,
GARBERVILLE1102,2019-10-09 00:27:00,2019-10-10 05:16:00,1729.0,"REDWAY, PETROLIA, WHITETHORN, GARBERVILLE, HONEYDEW, PHILLIPSVILLE",2.0,1704.0,1301.0,95542,-123.792877414778,40.1030078598229,True,2262.0,45.2,27534.0,0.9526967285587975,6.0,18.0,13.1,8.0,25.0,13.9,9.0,22.0,13.7,8.0,20.0,15.6,,,
GARBERVILLE1103,2019-10-09 00:27:00,2019-10-10 03:33:00,1626.0,GARBERVILLE,2.0,458.0,284.0,95542,-123.792877414778,40.1030078598229,True,2262.0,45.2,27534.0,0.9526967285587975,6.0,18.0,13.1,8.0,25.0,13.9,9.0,22.0,13.7,8.0,20.0,15.6,,,
GEARY0401,2019-10-09 22:50:00,2019-10-10 17:16:00,1106.0,"PLEASANT HILL, WALNUT CREEK",0.0,601.0,558.0,94523,-122.074943599322,37.9266152003615,True,34929.0,42.3,124375.0,0.689455753099144,8.9,26.7,7.9,10.0,28.3,6.8,12.8,30.0,5.8,11.1,26.7,9.4,,,
GERBER1101,2019-10-09 00:31:00,2019-10-10 18:49:00,2538.0,"GERBER, TEHAMA, CORNING",0.0,930.0,778.0,96035,-122.156057228939,40.0641000777996,True,3341.0,47.9,33750.0,0.8808739898234061,8.9,30.0,15.8,12.8,31.1,11.9,10.0,31.7,9.0,10.6,30.6,10.8,,,
GERBER1102,2019-10-09 00:31:00,2019-10-10 19:00:00,2549.0,"GERBER, RED BLUFF, PROBERTA",0.0,806.0,569.0,96035,-122.156057228939,40.0641000777996,True,3341.0,47.9,33750.0,0.8808739898234061,8.9,30.0,15.8,12.8,31.1,11.9,10.0,31.7,9.0,10.6,30.6,10.8,,,
GEYSERVILLE1101,2019-10-09 03:12:00,2019-10-12 11:08:00,4796.0,"GEYSERVILLE, HEALDSBURG, CLOVERDALE, ANNAPOLIS",2.0,1445.0,945.0,95441,-122.907979646838,38.7098133923497,True,1696.0,49.9,111198.0,0.7930424528301887,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
GEYSERVILLE1102,2019-10-09 02:54:00,2019-10-11 19:54:00,3900.0,"GEYSERVILLE, HEALDSBURG, CLOVERDALE",3.0,1173.0,697.0,95441,-122.907979646838,38.7098133923497,True,1696.0,49.9,111198.0,0.7930424528301887,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
GIRVAN1101,2019-10-09 01:36:00,2019-10-11 11:51:00,3495.0,"REDDING, IGO, ANDERSON, COTTONWOOD",3.0,1264.0,1128.0,96001,-122.378774476649,40.5133273703814,True,34008.0,41.5,58673.0,0.8611797224182546,13.9,28.9,15.8,12.8,31.1,10.1,8.3,31.7,3.6,8.9,31.1,5.0,,,
GIRVAN1102,2019-10-09 01:36:00,2019-10-11 12:48:00,3552.0,REDDING,3.0,1351.0,1067.0,96001,-122.378774476649,40.5133273703814,True,34008.0,41.5,58673.0,0.8611797224182546,13.9,28.9,15.8,12.8,31.1,10.1,8.3,31.7,3.6,8.9,31.1,5.0,,,
GLENN1101,2019-10-09 00:28:00,2019-10-10 19:20:00,2572.0,ORLAND,2.0,47.0,30.0,95963,-122.142904054826,39.7779130443667,True,15904.0,35.5,49937.0,0.8245724346076458,5.7,17.1,15.8,7.2,17.5,11.9,4.8,20.0,9.0,3.3,20.6,10.8,,,
GRASS VALLEY1101,2019-10-09 02:32:00,2019-10-11 08:33:00,3241.0,GRASS VALLEY,3.0,745.0,493.0,95945,-121.061360910538,39.2090554867638,True,26281.0,49.8,51530.0,0.932765115482668,9.4,17.8,6.3,15.0,25.0,1.5,18.0,26.0,6.9,18.0,25.0,5.1,,,
GRASS VALLEY1102,2019-10-09 02:33:00,2019-10-11 08:06:00,3213.0,GRASS VALLEY,2.0,1210.0,905.0,95945,-121.061360910538,39.2090554867638,True,26281.0,49.8,51530.0,0.932765115482668,9.4,17.8,6.3,15.0,25.0,1.5,18.0,26.0,6.9,18.0,25.0,5.1,,,
GRASS VALLEY1103,2019-10-09 02:32:00,2019-10-11 18:57:00,3865.0,"GRASS VALLEY, PENN VALLEY",2.0,1451.0,1279.0,95945,-121.061360910538,39.2090554867638,True,26281.0,49.8,51530.0,0.932765115482668,9.4,17.8,6.3,15.0,25.0,1.5,18.0,26.0,6.9,18.0,25.0,5.1,,,
HALSEY1101,2019-10-09 03:25:00,2019-10-11 15:01:00,3576.0,"MEADOW VISTA, AUBURN",2.0,2257.0,2103.0,95602,-121.042230335277,38.9569284770887,True,18588.0,53.8,85662.0,0.9326447170217345,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HALSEY1102,2019-10-09 03:25:00,2019-10-11 08:41:00,3196.0,"AUBURN, APPLEGATE, MEADOW VISTA, COLFAX",2.0,2057.0,1698.0,95602,-121.042230335277,38.9569284770887,True,18588.0,53.8,85662.0,0.9326447170217345,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HARRIS1108,2019-10-09 01:22:00,2019-10-10 02:00:00,1478.0,EUREKA,2.0,4928.0,4583.0,95503,-124.13185342405,40.7809145891245,True,24631.0,42.7,57565.0,0.8329341074256019,6.7,16.7,5.4,6.7,21.1,4.0,7.2,17.8,5.0,8.3,17.8,10.8,,,
HARRIS1109,2019-10-09 01:22:00,2019-10-10 02:03:00,1481.0,EUREKA,2.0,3832.0,3287.0,95503,-124.13185342405,40.7809145891245,True,24631.0,42.7,57565.0,0.8329341074256019,6.7,16.7,5.4,6.7,21.1,4.0,7.2,17.8,5.0,8.3,17.8,10.8,,,
HARTLEY1101,2019-10-09 00:43:00,2019-10-11 12:42:00,3599.0,LAKEPORT,2.0,2879.0,2429.0,95453,-122.932567852214,39.0772140703826,True,11209.0,48.4,55625.0,0.7286109376393969,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
HARTLEY1102,2019-10-09 00:43:00,2019-10-11 16:26:00,3823.0,LAKEPORT,2.0,1433.0,1314.0,95453,-122.932567852214,39.0772140703826,True,11209.0,48.4,55625.0,0.7286109376393969,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
HICKS2101,2019-10-09 23:57:00,2019-10-10 17:27:00,1050.0,SAN JOSE,3.0,4818.0,4643.0,95124,-121.901068310815,37.2337134527079,True,52049.0,39.5,158484.0,0.6335184153393917,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
HIGGINS1103,2019-10-09 00:11:00,2019-10-11 15:26:00,3795.0,"GRASS VALLEY, AUBURN",2.0,1931.0,1790.0,95949,-121.090692546924,39.0440405701005,True,20763.0,52.9,80216.0,0.9114289842508309,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HIGGINS1104,2019-10-09 00:15:00,2019-10-11 12:21:00,3606.0,GRASS VALLEY,2.0,2706.0,2645.0,95949,-121.090692546924,39.0440405701005,True,20763.0,52.9,80216.0,0.9114289842508309,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HIGGINS1107,2019-10-09 00:19:00,2019-10-11 09:12:00,3413.0,"AUBURN, GRASS VALLEY",2.0,1678.0,1582.0,95949,-121.090692546924,39.0440405701005,True,20763.0,52.9,80216.0,0.9114289842508309,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HIGGINS1109,2019-10-09 00:22:00,2019-10-11 15:43:00,3801.0,"GRASS VALLEY, AUBURN",2.0,1613.0,1405.0,95949,-121.090692546924,39.0440405701005,True,20763.0,52.9,80216.0,0.9114289842508309,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HIGGINS1110,2019-10-09 00:25:00,2019-10-11 13:08:00,3643.0,"AUBURN, GRASS VALLEY",2.0,1357.0,1311.0,95949,-121.090692546924,39.0440405701005,True,20763.0,52.9,80216.0,0.9114289842508309,4.0,26.0,3.8,7.0,28.0,2.9,8.0,31.0,4.1,7.0,30.0,5.6,,,
HIGHLANDS1102,2019-10-09 01:32:00,2019-10-11 08:12:00,3280.0,"CLEARLAKE, CLEARLAKE OAKS",3.0,3391.0,3019.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
HIGHLANDS1103,2019-10-09 01:31:00,2019-10-11 14:26:00,3655.0,"LOWER LAKE, HIDDEN VALLEY LAKE, CLEARLAKE, MIDDLETOWN",2.0,2416.0,2110.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
HIGHLANDS1104,2019-10-09 01:31:00,2019-10-11 09:38:00,3367.0,CLEARLAKE,2.0,2718.0,2495.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
HOOPA1101,2019-10-09 00:44:00,2019-10-10 12:14:00,2130.0,"HOOPA, ORLEANS, WEITCHPEC, SOMES BAR",3.0,1762.0,1405.0,95546,-123.682108918897,41.0564653893721,True,3507.0,37.3,28083.0,0.12375249500998003,5.6,21.1,8.5,6.7,18.9,5.2,6.7,16.1,4.9,7.2,18.9,13.2,,,
HOPLAND1101,2019-10-09 02:56:00,2019-10-11 13:11:00,3495.0,"HOPLAND, UKIAH, LAKEPORT",2.0,1245.0,893.0,95449,-123.081121782563,38.9727931350181,True,1393.0,47.4,60192.0,0.7257717157214645,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
HORSESHOE1101,2019-10-09 00:35:00,2019-10-11 09:11:00,3396.0,"GRANITE BAY, LOOMIS",2.0,1324.0,1233.0,95746,-121.161642539358,38.7443160681004,True,23208.0,46.3,171325.0,0.8290675629093416,8.0,27.0,3.7,10.0,29.0,3.2,8.0,31.0,4.1,12.0,30.0,5.8,,,
HORSESHOE1104,2019-10-09 00:31:00,2019-10-10 16:28:00,2397.0,"GRANITE BAY, ROSEVILLE",2.0,1280.0,1239.0,95746,-121.161642539358,38.7443160681004,True,23208.0,46.3,171325.0,0.8290675629093416,8.0,27.0,3.7,10.0,29.0,3.2,8.0,31.0,4.1,12.0,30.0,5.8,,,
JAMESON1102,2019-10-09 00:33:00,2019-10-11 13:19:00,3646.0,"FAIRFIELD, SUISUN CITY",2.0,2240.0,2098.0,94534,-122.147877980596,38.205506433821,True,38471.0,41.4,115561.0,0.5012346962647188,5.0,26.7,4.7,6.1,30.6,10.1,10.0,30.0,6.0,8.3,25.0,8.3,,,
JAMESON1103,2019-10-09 00:34:00,2019-10-10 19:04:00,2550.0,"FAIRFIELD, SUISUN CITY, VALLEJO",2.0,1287.0,1210.0,94534,-122.147877980596,38.205506433821,True,38471.0,41.4,115561.0,0.5012346962647188,5.0,26.7,4.7,6.1,30.6,10.1,10.0,30.0,6.0,8.3,25.0,8.3,,,
JAMESON1105,2019-10-09 00:36:00,2019-10-11 14:46:00,3730.0,"FAIRFIELD, SUISUN CITY",2.0,2521.0,1943.0,94534,-122.147877980596,38.205506433821,True,38471.0,41.4,115561.0,0.5012346962647188,5.0,26.7,4.7,6.1,30.6,10.1,10.0,30.0,6.0,8.3,25.0,8.3,,,
JANES CREEK1101,2019-10-09 00:47:00,2019-10-10 03:58:00,1631.0,"MCKINLEYVILLE, ARCATA",0.0,2172.0,1997.0,95521,-124.07234698515,40.9051378243727,True,21193.0,29.0,42636.0,0.7661963855990186,5.6,21.1,8.5,6.7,18.9,5.2,6.7,16.1,4.9,7.2,18.9,13.2,,,
JANES CREEK1102,2019-10-09 00:47:00,2019-10-10 03:59:00,1632.0,ARCATA,0.0,991.0,874.0,95521,-124.07234698515,40.9051378243727,True,21193.0,29.0,42636.0,0.7661963855990186,5.6,21.1,8.5,6.7,18.9,5.2,6.7,16.1,4.9,7.2,18.9,13.2,,,
JANES CREEK1103,2019-10-09 00:47:00,2019-10-10 03:55:00,1628.0,"MCKINLEYVILLE, ARCATA",0.0,3592.0,3081.0,95521,-124.07234698515,40.9051378243727,True,21193.0,29.0,42636.0,0.7661963855990186,5.6,21.1,8.5,6.7,18.9,5.2,6.7,16.1,4.9,7.2,18.9,13.2,,,
JESSUP1101,2019-10-09 01:39:00,2019-10-10 20:50:00,2591.0,"ANDERSON, IGO, REDDING",3.0,1941.0,1760.0,96007,-122.327758721788,40.4617928215709,True,23670.0,39.6,48996.0,0.8512885509083228,13.9,28.9,15.8,12.8,31.1,10.1,8.3,31.7,3.6,8.9,31.1,5.0,,,
JESSUP1102,2019-10-09 01:39:00,2019-10-11 09:10:00,3331.0,ANDERSON,2.0,2232.0,1941.0,96007,-122.327758721788,40.4617928215709,True,23670.0,39.6,48996.0,0.8512885509083228,13.9,28.9,15.8,12.8,31.1,10.1,8.3,31.7,3.6,8.9,31.1,5.0,,,
JESSUP1103,2019-10-09 01:30:00,2019-10-11 11:24:00,3474.0,"REDDING, ANDERSON",2.0,1560.0,1409.0,96007,-122.327758721788,40.4617928215709,True,23670.0,39.6,48996.0,0.8512885509083228,13.9,28.9,15.8,12.8,31.1,10.1,8.3,31.7,3.6,8.9,31.1,5.0,,,
KANAKA1101,2019-10-09 01:52:00,2019-10-12 12:57:00,4985.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,552.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,5.3,11.5,6.3,4.7,15.5,1.5,1.8,17.7,6.9,4.3,22.9,5.1,,,
KERN OIL1104,2019-10-10 09:59:00,2019-10-11 15:23:00,1764.0,BAKERSFIELD,0.0,180.0,160.0,93308,-119.020736061065,35.4407056097126,True,55211.0,35.4,46071.0,0.8043686946441833,12.2,30.6,7.6,14.4,31.7,7.9,15.0,32.8,7.9,13.9,28.3,11.5,,,
KERN OIL1106,2019-10-10 10:06:00,2019-10-11 20:25:00,2059.0,BAKERSFIELD,2.0,12.0,1.0,93308,-119.020736061065,35.4407056097126,True,55211.0,35.4,46071.0,0.8043686946441833,12.2,30.6,7.6,14.4,31.7,7.9,15.0,32.8,7.9,13.9,28.3,11.5,,,
KONOCTI1102,2019-10-09 00:31:00,2019-10-12 14:31:00,5160.0,"KELSEYVILLE, COBB, LOWER LAKE, LOCH LOMOND, MIDDLETOWN",3.0,2701.0,2340.0,95451,-122.741006289886,38.9323303616213,True,12031.0,43.1,54189.0,0.707173136065165,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
KONOCTI1108,2019-10-09 00:31:00,2019-10-12 10:20:00,4909.0,KELSEYVILLE,2.0,1972.0,1870.0,95451,-122.741006289886,38.9323303616213,True,12031.0,43.1,54189.0,0.707173136065165,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
LAKEVIEW1106,2019-10-10 10:13:00,2019-10-11 15:23:00,1750.0,BAKERSFIELD,0.0,112.0,14.0,93313,-119.101122236666,35.0941444348373,True,57200.0,30.9,83312.0,0.5853146853146853,12.2,30.6,7.6,14.4,31.7,7.9,15.0,32.8,7.9,13.9,28.3,11.5,,,
LAKEVILLE1102,2019-10-09 02:43:00,2019-10-10 18:22:00,2379.0,PETALUMA,3.0,1333.0,1144.0,94954,-122.581645402139,38.2509556670473,True,39018.0,42.8,95724.0,0.7503716233533241,6.0,29.0,3.0,6.1,30.6,5.5,10.0,30.0,6.0,8.0,29.0,8.3,,,
LAKEWOOD2107,2019-10-09 22:50:00,2019-10-10 18:13:00,1163.0,"WALNUT CREEK, LAFAYETTE, PLEASANT HILL",2.0,3443.0,3263.0,94597,-122.057334857148,37.9084101292426,True,23263.0,39.1,121067.0,0.6365473068821734,8.9,26.7,7.9,10.0,28.3,6.8,12.8,30.0,5.8,11.1,26.7,9.4,,,
LAMONT1102,2019-10-10 10:38:00,2019-10-11 18:14:00,1896.0,BAKERSFIELD,2.0,5.0,0.0,93307,-118.861432427075,35.296774246433,True,86273.0,26.8,42128.0,0.6576681001008426,12.2,30.6,7.6,14.4,31.7,7.9,15.0,32.8,7.9,13.9,28.3,11.5,,,
LAS POSITAS2108,2019-10-09 23:09:00,2019-10-10 19:09:00,1200.0,LIVERMORE,2.0,49.0,15.0,94551,-121.733244469123,37.7008242328294,True,48151.0,37.8,119087.0,0.5735083383522668,7.8,27.8,6.2,10.6,28.9,5.9,12.2,31.7,4.9,11.1,32.2,7.0,,,
LINCOLN1104,2019-10-09 00:41:00,2019-10-11 12:49:00,3608.0,"LINCOLN, SHERIDAN",2.0,1240.0,1048.0,91504,-118.344078762827,34.1990149756932,True,27975.0,38.8,86295.0,0.645183199285076,11.7,28.9,4.7,11.7,33.3,5.0,13.9,31.7,5.8,13.9,28.9,8.6,,,
LOGAN CREEK2102,2019-10-09 00:20:00,2019-10-11 09:53:00,3453.0,"ORLAND, WILLOWS, ARTOIS",2.0,1369.0,750.0,95988,-122.263050854464,39.5395111907149,True,8460.0,41.2,53855.0,0.7887706855791962,8.9,30.0,15.8,12.8,31.1,11.9,10.0,31.7,9.0,10.6,30.6,10.8,,,
LOS GATOS1106,2019-10-09 23:27:00,2019-10-10 22:07:00,1360.0,"LOS GATOS, REDWOOD ESTATES",3.0,1576.0,1383.0,95030,-121.977352160241,37.2264398115489,True,13631.0,50.6,199063.0,0.801775364976891,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
LOS GATOS1107,2019-10-09 23:05:00,2019-10-11 15:59:00,2454.0,LOS GATOS,3.0,2146.0,1932.0,95030,-121.977352160241,37.2264398115489,True,13631.0,50.6,199063.0,0.801775364976891,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
LOS MOLINOS1101,2019-10-09 00:34:00,2019-10-10 22:28:00,2754.0,"LOS MOLINOS, RED BLUFF",2.0,972.0,819.0,96055,-122.096117770772,40.0341998795766,True,4194.0,42.4,61864.0,0.871244635193133,8.9,30.0,15.8,12.8,31.1,11.9,10.0,31.7,9.0,10.6,30.6,10.8,,,
LOS MOLINOS1102,2019-10-09 00:36:00,2019-10-10 20:17:00,2621.0,"LOS MOLINOS, VINA, TEHAMA",0.0,1114.0,907.0,96055,-122.096117770772,40.0341998795766,True,4194.0,42.4,61864.0,0.871244635193133,8.9,30.0,15.8,12.8,31.1,11.9,10.0,31.7,9.0,10.6,30.6,10.8,,,
LOW GAP1101,2019-10-09 01:55:00,2019-10-10 02:11:00,1456.0,"BRIDGEVILLE, MAD RIVER, RUTH, ZENIA",2.0,693.0,582.0,95526,-123.472691142014,40.4332491275695,True,210.0,62.1,32500.0,0.9,6.0,18.0,13.1,8.0,25.0,13.9,9.0,22.0,13.7,8.0,20.0,15.6,,,
LUCERNE1103,2019-10-09 01:07:00,2019-10-11 17:02:00,3835.0,"NICE, UPPER LAKE, LAKEPORT",2.0,2108.0,1890.0,95464,-122.812838170234,39.1103868560324,True,2715.0,39.7,50764.0,0.6766114180478822,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
LUCERNE1106,2019-10-09 01:41:00,2019-10-11 17:36:00,3835.0,"LUCERNE, KELSEYVILLE, GLENHAVEN",2.0,3039.0,2824.0,95464,-122.812838170234,39.1103868560324,True,2715.0,39.7,50764.0,0.6766114180478822,5.6,28.3,3.1,7.2,32.2,1.5,7.8,32.8,1.3,7.8,29.4,5.3,,,
MADISON1105,2019-10-09 00:48:00,2019-10-10 16:57:00,2409.0,"MADISON, ESPARTO, WINTERS, WOODLAND",2.0,538.0,297.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,8.0,27.0,8.6,12.0,29.0,4.9,12.0,30.0,4.5,11.0,29.0,5.4,,,
MADISON2101,2019-10-09 00:50:00,2019-10-10 18:29:00,2499.0,"ESPARTO, GUINDA, CAPAY, BROOKS, RUMSEY",2.0,1943.0,1408.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,8.0,27.0,8.6,12.0,29.0,4.9,12.0,30.0,4.5,11.0,29.0,5.4,,,
MAPLE CREEK1101,2019-10-09 00:45:00,2019-10-10 04:49:00,1684.0,"KNEELAND, KORBEL",2.0,139.0,95.0,95550,-123.873700206482,40.7678991070624,True,172.0,28.8,86156.0,0.9069767441860465,6.7,16.7,5.4,6.7,21.1,4.0,7.2,17.8,5.0,8.3,17.8,10.8,,,
MARTELL1101,2019-10-09 00:27:00,2019-10-11 17:07:00,3880.0,"SUTTER CREEK, VOLCANO",2.0,2234.0,1898.0,95642,-120.796754021794,38.3691079933144,True,6547.0,55.8,63453.0,0.8836108141133343,8.0,27.0,3.7,10.0,29.0,3.2,8.0,31.0,4.1,12.0,30.0,5.8,,,
MARTELL1102,2019-10-09 00:27:00,2019-10-11 13:30:00,3663.0,"JACKSON, MARTELL, SUTTER CREEK",2.0,1217.0,974.0,95642,-120.796754021794,38.3691079933144,True,6547.0,55.8,63453.0,0.8836108141133343,8.0,27.0,3.7,10.0,29.0,3.2,8.0,31.0,4.1,12.0,30.0,5.8,,,
MAXWELL1105,2019-10-09 01:06:00,2019-10-10 18:26:00,2480.0,"SITES, MAXWELL",2.0,43.0,28.0,95955,-122.153288873796,39.2769599631538,True,1513.0,35.8,47083.0,0.7276933245208196,7.2,27.2,4.9,7.8,29.4,2.5,9.8,30.8,3.0,10.0,29.4,3.4,,,
MC KEE1107,2019-10-09 23:13:00,2019-10-10 18:25:00,1152.0,SAN JOSE,2.0,3957.0,3806.0,95116,-121.843352474695,37.3662534085359,True,54758.0,33.0,70656.0,0.23622119142408415,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
MC KEE1108,2019-10-09 23:40:00,2019-10-10 17:15:00,1055.0,SAN JOSE,2.0,26.0,25.0,95116,-121.843352474695,37.3662534085359,True,54758.0,33.0,70656.0,0.23622119142408415,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
MC KEE1111,2019-10-09 22:57:00,2019-10-11 11:45:00,2208.0,SAN JOSE,2.0,139.0,131.0,95116,-121.843352474695,37.3662534085359,True,54758.0,33.0,70656.0,0.23622119142408415,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
MENLO1102,2019-10-09 22:42:00,2019-10-11 13:07:00,2305.0,"PORTOLA VALLEY, WOODSIDE, REDWOOD CITY, LA HONDA",2.0,497.0,447.0,94025,-122.202758317955,37.4328083318284,True,43996.0,38.4,169352.0,0.6689699063551232,11.1,26.7,9.0,12.8,30.6,6.8,12.8,28.9,10.1,13.3,25.0,17.6,,,
MENLO1103,2019-10-09 22:51:00,2019-10-12 12:25:00,3694.0,"LA HONDA, LOS GATOS",2.0,301.0,232.0,94025,-122.202758317955,37.4328083318284,True,43996.0,38.4,169352.0,0.6689699063551232,11.1,26.7,9.0,12.8,30.6,6.8,12.8,28.9,10.1,13.3,25.0,17.6,,,
MERCED FALLS1102,2019-10-09 15:32:00,2019-10-11 11:15:00,2623.0,"LA GRANGE, COULTERVILLE, SNELLING, MOCCASIN",2.0,1627.0,1485.0,95369,-120.330344526208,37.5231917383836,True,978.0,48.6,68000.0,0.66359918200409,6.7,26.7,3.2,8.9,29.4,3.8,9.4,31.1,4.3,10.0,32.2,4.8,,,
MIDDLETOWN1101,2019-10-09 00:31:00,2019-10-12 11:17:00,4966.0,"MIDDLETOWN, COBB, KELSEYVILLE, CALISTOGA, LOCH LOMOND",3.0,1905.0,1598.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
MIDDLETOWN1102,2019-10-09 00:31:00,2019-10-11 16:24:00,3833.0,"HIDDEN VALLEY LAKE, MIDDLETOWN",3.0,2298.0,2080.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
MIDDLETOWN1103,2019-10-09 00:31:00,2019-10-12 07:44:00,4753.0,MIDDLETOWN,3.0,145.0,97.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,28.9,7.6,6.7,31.1,5.5,9.4,32.2,5.0,7.2,28.9,4.8,,,
MILPITAS1105,2019-10-09 23:08:00,2019-10-11 20:00:00,2692.0,MILPITAS,2.0,3.0,2.0,95035,-121.888372600434,37.4153824857083,True,75367.0,35.4,136966.0,0.14650974564464553,10.0,26.7,8.0,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,,,
MILPITAS1108,2019-10-10 00:05:00,2019-10-10 19:34:00,1169.0,SAN JOSE,2.0,3.0,3.0,95035,-121.888372600434,37.4153824857083,True,75367.0,35.4,136966.0,0.14650974564464553,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,12.8,22.8,11.8,,,
MILPITAS1109,2019-10-10 00:24:00,2019-10-11 14:35:00,2291.0,"MILPITAS, SAN JOSE, SUNOL",2.0,310.0,234.0,95035,-121.888372600434,37.4153824857083,True,75367.0,35.4,136966.0,0.14650974564464553,11.1,29.4,4.9,14.4,30.6,6.9,12.8,30.0,7.3,12.8,22.8,11.8,,,
MONTICELLO1101,2019-10-09 00:35:00,2019-10-11 14:46:00,3731.0,"NAPA, LAKE BERRYESSA, SUISUN CITY",2.0,1331.0,1094.0,94558,-122.214463638288,38.5085165894211,True,66854.0,43.0,97759.0,0.7743740090346127,6.7,28.9,9.3,9.4,30.6,8.4,9.4,31.7,2.8,8.9,31.1,5.1,,,
MORAGA1101,2019-10-09 22:50:00,2019-10-11 09:44:00,2094.0,ORINDA,3.0,1191.0,1022.0,94563,-122.160831854805,37.8477639291833,True,19351.0,49.1,231373.0,0.7409952974006512,8.9,26.7,7.9,10.0,28.3,6.8,12.8,30.0,5.8,11.1,26.7,9.4,,,
MORAGA1102,2019-10-09 22:51:00,2019-10-11 09:24:00,2073.0,ORINDA,3.0,842.0,597.0,94563,-122.160831854805,37.8477639291833,True,19351.0,49.1,231373.0,0.7409952974006512,8.9,26.7,7.9,10.0,28.3,6.8,12.8,30.0,5.8,11.1,26.7,9.4,,,
