circuit_name,deenergize_time,restoration_time,time_out_min,key_communities,hftd_tier,total_affected,residential_affected,zip_code,longitude,latitude,substn_present,total_pop,median_age,median_income,white_pct,tmin_d-4,tmax_d-4,wspd_d-4,tmin_d-3,tmax_d-3,wspd_d-3,tmin_d-2,tmax_d-2,wspd_d-2,tmin_d-1,tmax_d-1,wspd_d-1,tmin_d-0,tmax_d-0,wspd_d-0
APPLE HILL-1103,2018-10-14 21:00:00,2018-10-15 16:29:00,1169.0,"Camino, Placerville",3.0,1809.0,1488.0,95709,-120.677165094886,38.7396829674102,True,5634.0,50.9,71659.0,0.9416045438409656,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
APPLE HILL-1104,2018-10-14 21:17:00,2018-10-15 18:37:00,1280.0,"Camino, Placerville, Pollock Pines,",3.0,2261.0,2043.0,95709,-120.677165094886,38.7396829674102,True,5634.0,50.9,71659.0,0.9416045438409656,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
APPLE HILL-2102,2018-10-14 21:05:00,2018-10-16 18:04:00,2699.0,"Camino, Grizzly Flats, Mount Aukum, Placerville, Pollock Pines, Somerset",3.0,4489.0,4013.0,95709,-120.677165094886,38.7396829674102,True,5634.0,50.9,71659.0,0.9416045438409656,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
BONNIE NOOK-1102,2018-10-14 21:54:00,2018-10-15 18:04:00,1210.0,Alta,3.0,533.0,454.0,95701,-120.809292450506,39.2147078693068,True,1064.0,58.2,85294.0,0.9229323308270677,8.3,12.8,5.3,8.3,15.6,7.3,8.3,20.0,10.0,11.1,20.6,9.6,,,
CALISTOGA-1101,2018-10-14 20:34:00,2018-10-15 21:27:00,1493.0,Calistoga,3.0,1596.0,1216.0,94515,-122.578610444001,38.592088042243,True,7525.0,47.7,85263.0,0.7918936877076412,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
CALISTOGA-1102,2018-10-14 20:34:00,2018-10-16 17:37:00,2703.0,Calistoga,3.0,2132.0,1600.0,94515,-122.578610444001,38.592088042243,True,7525.0,47.7,85263.0,0.7918936877076412,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
CLEAR LAKE-1101,2018-10-14 20:30:00,2018-10-15 16:13:00,1183.0,"Kelseyville, Lakeport, Finley",3.0,491.0,300.0,95453,-122.894000771299,39.0077675085857,True,11209.0,48.4,55625.0,0.7286109376393969,7.8,24.4,3.8,9.4,24.4,3.3,7.2,29.4,2.1,7.2,31.1,1.4,,,
DIAMONDSPRINGS-1103,2018-10-14 21:25:00,2018-10-15 15:11:00,1066.0,"Diamond Springs, Placerville",3.0,2224.0,1779.0,95667,-120.825894807298,38.6934122861058,True,35452.0,50.4,74324.0,0.9177761480311407,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
DIAMONDSPRINGS-1104,2018-10-14 21:20:00,2018-10-15 14:47:00,1047.0,"Diamond Springs, El Dorado, Placerville",3.0,1014.0,934.0,95667,-120.825894807298,38.6934122861058,True,35452.0,50.4,74324.0,0.9177761480311407,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
DIAMONDSPRINGS-1107,2018-10-14 21:35:00,2018-10-15 16:32:00,1137.0,"Placerville, Shingle Springs",3.0,1844.0,1443.0,95667,-120.825894807298,38.6934122861058,True,35452.0,50.4,74324.0,0.9177761480311407,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
EL DORADO PH-2101,2018-10-14 21:04:00,2018-10-15 17:30:00,1226.0,"Grizzly Flats, Kyburz, Placerville, Pollock Pines, Somerset, Twin Bridges",3.0,4198.0,3892.0,95726,-120.621921461011,38.7956054290149,True,8207.0,48.9,75213.0,0.9272572194468137,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
EL DORADO PH-2102,2018-10-14 21:00:00,2018-10-15 18:37:00,1297.0,Pollock Pines,3.0,1649.0,1455.0,95726,-120.621921461011,38.7956054290149,True,8207.0,48.9,75213.0,0.9272572194468137,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
FORESTHILL-1101,2018-10-14 21:27:00,2018-10-16 12:19:00,2332.0,Foresthill,3.0,2242.0,2047.0,95631,-120.830245241687,39.0193016687429,True,6604.0,51.1,84265.0,0.9600242277407631,13.0,21.0,8.5,10.0,19.0,6.4,15.0,23.0,13.4,13.0,23.0,8.0,,,
FORESTHILL-1102,2018-10-14 21:27:00,2018-10-15 14:57:00,1050.0,Foresthill,3.0,421.0,395.0,95631,-120.830245241687,39.0193016687429,True,6604.0,51.1,84265.0,0.9600242277407631,13.0,21.0,8.5,10.0,19.0,6.4,15.0,23.0,13.4,13.0,23.0,8.0,,,
HIGHLANDS-1102,2018-10-14 20:40:00,2018-10-16 18:21:00,2741.0,Clearlake Oaks,3.0,25.0,15.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
KONOCTI-1102,2018-10-14 20:28:00,2018-10-16 12:58:00,2430.0,"Cobb, Kelseyville, Lower Lake, Middletown",3.0,2800.0,2322.0,95451,-122.741006289886,38.9323303616213,True,12031.0,43.1,54189.0,0.707173136065165,7.8,24.4,3.8,9.4,24.4,3.3,7.2,29.4,2.1,7.2,31.1,1.4,,,
MIDDLETOWN-1101,2018-10-14 20:39:00,2018-10-16 15:40:00,2581.0,"Calistoga, Cobb, Kelseyville, Middletown",3.0,1999.0,1565.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
MIDDLETOWN-1102,2018-10-14 20:39:00,2018-10-15 17:49:00,1270.0,"Hidden Valley Lake, Middletown",3.0,2342.0,2074.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
MIDDLETOWN-1103,2018-10-14 20:39:00,2018-10-15 17:49:00,1270.0,Middletown,3.0,156.0,96.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,11.1,19.4,6.6,11.1,22.8,6.4,6.1,28.9,5.6,6.7,25.0,7.2,,,
OLETA-1102,2018-10-14 21:01:00,2018-10-15 20:18:00,1397.0,Fiddletown,3.0,54.0,42.0,95669,-120.844943633836,38.480764254906,True,4899.0,43.7,85758.0,0.6154317207593386,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
PINE GROVE-1101,2018-10-14 22:11:00,2018-10-15 19:34:00,1283.0,"Jackson, Pine Grove, Sutter Creek",2.0,1368.0,1179.0,95665,-120.660233944587,38.4127977031006,True,3729.0,51.1,62688.0,0.8345400911772594,9.9,23.3,6.8,8.7,21.2,4.6,8.5,25.8,7.5,10.9,26.2,4.5,,,
PINE GROVE-1102,2018-10-14 22:11:00,2018-10-16 15:19:00,2468.0,"Fiddletown, Pine Grove, Pioneer, Sutter Creek, Volcano",3.0,4401.0,3815.0,95665,-120.660233944587,38.4127977031006,True,3729.0,51.1,62688.0,0.8345400911772594,9.9,23.3,6.8,8.7,21.2,4.6,8.5,25.8,7.5,10.9,26.2,4.5,,,
PLACERVILLE-1110,2018-10-14 21:06:00,2018-10-15 18:21:00,1275.0,Placerville,3.0,1617.0,1306.0,95667,-120.783838608274,38.7308986421241,True,35452.0,50.4,74324.0,0.9177761480311407,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
REDBUD-1101,2018-10-14 20:39:00,2018-10-15 17:50:00,1271.0,Clearlake Oaks,3.0,916.0,780.0,95423,-122.662383260156,39.0275350391145,True,3597.0,54.2,46833.0,0.8801779260494856,7.8,24.4,3.8,9.4,24.4,3.3,7.2,29.4,2.1,7.2,31.1,1.4,,,
REDBUD-1102,2018-10-14 20:35:00,2018-10-15 17:53:00,1278.0,"Clearlake, Clearlake Oaks, Clearlake Park",3.0,3407.0,3031.0,95423,-122.662383260156,39.0275350391145,True,3597.0,54.2,46833.0,0.8801779260494856,7.8,24.4,3.8,9.4,24.4,3.3,7.2,29.4,2.1,7.2,31.1,1.4,,,
SILVERADO-2102,2018-10-14 20:29:00,2018-10-15 16:48:00,1219.0,"Napa, Saint Helena",3.0,207.0,107.0,94574,-122.459110675812,38.4998179385502,True,8527.0,52.3,104848.0,0.8820218130643838,12.0,21.0,7.0,11.1,22.8,6.4,6.1,28.9,5.6,6.0,25.0,4.6,,,
SILVERADO-2104,2018-10-14 20:24:00,2018-10-17 08:47:00,3623.0,"Angwin, Calistoga, Deer Park, Pope Valley, Saint Helena",3.0,2287.0,1872.0,94574,-122.459110675812,38.4998179385502,True,8527.0,52.3,104848.0,0.8820218130643838,12.0,21.0,7.0,11.1,22.8,6.4,6.1,28.9,5.6,6.0,25.0,4.6,,,
TIGER CREEK-0201,2018-10-14 21:24:00,2018-10-15 10:00:00,756.0,Pioneer,3.0,14.0,2.0,95666,-120.492276907738,38.4491752438661,True,4692.0,56.5,71648.0,0.8921568627450981,9.9,23.3,6.8,8.7,21.2,4.6,8.5,25.8,7.5,10.9,26.2,4.5,,,
WEST POINT-1101,2018-10-14 21:11:00,2018-10-16 17:16:00,2645.0,"Pioneer, Volcano",3.0,1785.0,1692.0,95666,-120.549773671074,38.4210150460082,True,4692.0,56.5,71648.0,0.8921568627450981,9.9,23.3,6.8,8.7,21.2,4.6,8.5,25.8,7.5,10.9,26.2,4.5,,,
BONNIE NOOK-1101,2018-10-14 21:54:00,2018-10-15 18:04:00,1210.0,Alta,0.0,514.0,421.0,95701,-120.809292450506,39.2147078693068,True,1064.0,58.2,85294.0,0.9229323308270677,8.3,12.8,5.3,8.3,15.6,7.3,8.3,20.0,10.0,11.1,20.6,9.6,,,
PLACERVILLE-2106,2018-10-14 21:06:00,2018-10-15 18:21:00,1275.0,Placerville,0.0,5243.0,4762.0,95667,-120.783838608274,38.7308986421241,True,35452.0,50.4,74324.0,0.9177761480311407,13.0,21.0,8.5,10.0,19.0,6.4,14.0,23.0,10.7,14.0,23.0,9.2,,,
MONTICELLO1101,2019-06-08 06:18:00,2019-06-08 19:04:00,766.0,"NAPA, LAKE BERRYESSA, SUISUN CITY",2.0,1330.0,1097.0,94558,-122.214463638288,38.5085165894211,True,66854.0,43.0,97759.0,0.7743740090346127,15.6,35.0,7.1,17.2,35.6,7.6,16.7,27.8,14.7,11.1,27.8,14.8,,,
BANGOR1101,2019-09-23 17:06:00,2019-09-24 15:46:00,1360.0,"MARYSVILLE, BANGOR, OREGON HOUSE, BROWNSVILLE, LOMA RICA VALLEY, RACKERBY, OROVILLE, DOBBINS,",3.0,2299.0,2029.0,95914,-121.403175699252,39.3876737377382,True,660.0,51.3,,0.9287878787878788,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BANGOR1101,2019-09-23 17:06:00,2019-09-24 15:46:00,1360.0,"MARYSVILLE, BANGOR, OREGON HOUSE, BROWNSVILLE, LOMA RICA VALLEY, RACKERBY, OROVILLE, DOBBINS,",3.0,2299.0,2029.0,95914,-121.403175699252,39.3876737377382,True,660.0,51.3,,0.9287878787878788,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BANGOR1101,2019-09-25 03:13:00,2019-09-25 18:55:00,942.0,"MARYSVILLE, BANGOR, OREGON HOUSE, BROWNS VALLEY, RACKERBY, OROVILLE, DOBBINS, BROWNSVILLE, LOMA RICA",3.0,2299.0,2029.0,95914,-121.403175699252,39.3876737377382,True,660.0,51.3,,0.9287878787878788,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
BANGOR1101,2019-09-25 03:13:00,2019-09-25 18:55:00,942.0,"MARYSVILLE, BANGOR, OREGON HOUSE, BROWNS VALLEY, RACKERBY, OROVILLE, DOBBINS, BROWNSVILLE, LOMA RICA",3.0,2299.0,2029.0,95914,-121.403175699252,39.3876737377382,True,660.0,51.3,,0.9287878787878788,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
BIG BEND1101,2019-09-23 17:07:00,2019-09-24 11:11:00,1084.0,OROVILLE,3.0,190.0,168.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BIG BEND1101,2019-09-23 17:07:00,2019-09-24 11:11:00,1084.0,OROVILLE,3.0,190.0,168.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BIG BEND1101,2019-09-25 03:06:00,2019-09-25 16:20:00,794.0,OROVILLE,3.0,190.0,168.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
BIG BEND1101,2019-09-25 03:06:00,2019-09-25 16:20:00,794.0,OROVILLE,3.0,190.0,168.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
BIG BEND1102,2019-09-23 17:07:00,2019-09-24 12:42:00,1175.0,"BERRY CREEK, BRUSH CREEK",3.0,368.0,326.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BIG BEND1102,2019-09-23 17:07:00,2019-09-24 12:42:00,1175.0,"BERRY CREEK, BRUSH CREEK",3.0,368.0,326.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
BIG BEND1102,2019-09-25 03:06:00,2019-09-25 17:15:00,849.0,"BERRY CREEK, BRUSH CREEK",3.0,368.0,326.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
BIG BEND1102,2019-09-25 03:06:00,2019-09-25 17:15:00,849.0,"BERRY CREEK, BRUSH CREEK",3.0,368.0,326.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
CHALLENGE1102,2019-09-23 17:06:00,2019-09-25 15:51:00,2805.0,"BROWNSVILLE, CHALLENGE, FORBESTOWN, DOBBINS",3.0,819.0,709.0,95925,-121.22031867914,39.4852592580312,True,261.0,27.8,21786.0,0.6283524904214559,8.0,18.0,5.4,13.0,21.0,7.6,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0
CHALLENGE1102,2019-09-23 17:06:00,2019-09-25 15:51:00,2805.0,"BROWNSVILLE, CHALLENGE, FORBESTOWN, DOBBINS",3.0,817.0,707.0,95925,-121.22031867914,39.4852592580312,True,261.0,27.8,21786.0,0.6283524904214559,8.0,18.0,5.4,13.0,21.0,7.6,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0
CHALLENGE1102,2019-09-25 03:13:00,2019-09-25 17:24:00,851.0,"BROWNSVILLE, CHALLENGE, FORBESTOWN, DOBBINS",3.0,819.0,709.0,95925,-121.22031867914,39.4852592580312,True,261.0,27.8,21786.0,0.6283524904214559,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0,21.0,32.0,10.5,,,
CHALLENGE1102,2019-09-25 03:13:00,2019-09-25 17:24:00,851.0,"BROWNSVILLE, CHALLENGE, FORBESTOWN, DOBBINS",3.0,817.0,707.0,95925,-121.22031867914,39.4852592580312,True,261.0,27.8,21786.0,0.6283524904214559,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0,21.0,32.0,10.5,,,
DOBBINS1101,2019-09-23 17:08:00,2019-09-24 14:16:00,1268.0,"DOBBINS, OREGON HOUSE, CAMPTONVILLE",3.0,847.0,731.0,95935,-121.194927241139,39.3398765153899,True,113.0,62.0,,1.0,8.0,18.0,5.4,13.0,21.0,7.6,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0
DOBBINS1101,2019-09-23 17:08:00,2019-09-24 14:16:00,1268.0,"DOBBINS, OREGON HOUSE, CAMPTONVILLE",3.0,846.0,730.0,95935,-121.194927241139,39.3398765153899,True,113.0,62.0,,1.0,8.0,18.0,5.4,13.0,21.0,7.6,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0
DOBBINS1101,2019-09-25 02:57:00,2019-09-25 18:23:00,926.0,"DOBBINS, OREGON HOUSE, CAMPTONVILLE",3.0,847.0,731.0,95935,-121.194927241139,39.3398765153899,True,113.0,62.0,,1.0,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0,21.0,32.0,10.5,,,
DOBBINS1101,2019-09-25 02:57:00,2019-09-25 18:23:00,926.0,"DOBBINS, OREGON HOUSE, CAMPTONVILLE",3.0,846.0,730.0,95935,-121.194927241139,39.3398765153899,True,113.0,62.0,,1.0,16.0,24.0,7.8,17.0,24.0,5.4,16.0,26.0,10.0,21.0,32.0,10.5,,,
KANAKA1101,2019-09-23 17:09:00,2019-09-24 18:38:00,1529.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,553.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
KANAKA1101,2019-09-23 17:09:00,2019-09-24 18:38:00,1529.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,553.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
KANAKA1101,2019-09-25 03:27:00,2019-09-25 18:18:00,891.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,553.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
KANAKA1101,2019-09-25 03:27:00,2019-09-25 18:18:00,891.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,553.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
NARROWS2101,2019-09-23 17:19:00,2019-09-24 12:58:00,1179.0,"BROWNS VALLEY, SMARTVILLE",2.0,503.0,454.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2101,2019-09-23 17:19:00,2019-09-24 12:58:00,1179.0,"BROWNS VALLEY, SMARTVILLE",2.0,503.0,454.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2101,2019-09-25 03:02:00,2019-09-25 17:45:00,883.0,"BROWNS VALLEY, SMARTVILLE",2.0,503.0,454.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
NARROWS2101,2019-09-25 03:02:00,2019-09-25 17:45:00,883.0,"BROWNS VALLEY, SMARTVILLE",2.0,503.0,454.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
NARROWS2102,2019-09-23 17:19:00,2019-09-24 15:34:00,1335.0,"PENN VALLEY, NEVADA CITY, SMARTVILLE",2.0,3392.0,3242.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2102,2019-09-23 17:19:00,2019-09-24 15:34:00,1335.0,"PENN VALLEY, NEVADA CITY, SMARTVILLE",2.0,3392.0,3242.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2102,2019-09-25 03:02:00,2019-09-25 19:25:00,983.0,"PENN VALLEY, NEVADA CITY, SMARTVILLE",2.0,3392.0,3242.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
NARROWS2102,2019-09-25 03:02:00,2019-09-25 19:25:00,983.0,"PENN VALLEY, NEVADA CITY, SMARTVILLE",2.0,3392.0,3242.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
NARROWS2105,2019-09-23 17:19:00,2019-09-24 14:19:00,1260.0,"PENN VALLEY, ROUGH AND READY, SMARTVILLE, GRASS VALLEY",2.0,3904.0,3495.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2105,2019-09-23 17:19:00,2019-09-24 14:19:00,1260.0,"PENN VALLEY, ROUGH AND READY, SMARTVILLE, GRASS VALLEY",2.0,3904.0,3496.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,9.4,25.6,8.1,13.9,28.9,12.4,11.7,31.1,8.5,12.2,30.0,6.6,,,
NARROWS2105,2019-09-25 03:02:00,2019-09-25 18:17:00,915.0,"PENN VALLEY, ROUGH AND READY, SMARTVILLE, GRASS VALLEY",2.0,3904.0,3495.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
NARROWS2105,2019-09-25 03:02:00,2019-09-25 18:17:00,915.0,"PENN VALLEY, ROUGH AND READY, SMARTVILLE, GRASS VALLEY",2.0,3904.0,3496.0,95977,-121.268631468302,39.2351286694622,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,31.1,8.5,12.2,30.0,6.6,13.3,31.7,18.5,19.4,36.1,20.6,,,
SMARTVILLE1101,2019-09-23 17:07:00,2019-09-24 09:03:00,956.0,"SMARTVILLE, MARYSVILLE",2.0,255.0,221.0,95977,-121.303269083848,39.2090055295849,True,1586.0,36.6,62830.0,0.8158890290037831,10.2,24.8,9.2,11.8,28.3,13.6,11.7,29.9,8.5,14.5,29.4,7.1,,,
SMARTVILLE1101,2019-09-23 17:07:00,2019-09-24 09:03:00,956.0,"SMARTVILLE, MARYSVILLE",2.0,255.0,221.0,95977,-121.303269083848,39.2090055295849,True,1586.0,36.6,62830.0,0.8158890290037831,10.2,24.8,9.2,11.8,28.3,13.6,11.7,29.9,8.5,14.5,29.4,7.1,,,
SMARTVILLE1101,2019-09-25 02:51:00,2019-09-25 14:39:00,708.0,"SMARTVILLE, MARYSVILLE",2.0,255.0,221.0,95977,-121.303269083848,39.2090055295849,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,29.9,8.5,14.5,29.4,7.1,13.7,31.2,16.7,19.4,36.1,20.6,,,
SMARTVILLE1101,2019-09-25 02:51:00,2019-09-25 14:39:00,708.0,"SMARTVILLE, MARYSVILLE",2.0,255.0,221.0,95977,-121.303269083848,39.2090055295849,True,1586.0,36.6,62830.0,0.8158890290037831,11.7,29.9,8.5,14.5,29.4,7.1,13.7,31.2,16.7,19.4,36.1,20.6,,,
WYANDOTTE1102,2019-09-23 17:14:00,2019-09-24 08:29:00,915.0,OROVILLE,2.0,33.0,29.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
WYANDOTTE1102,2019-09-23 17:14:00,2019-09-24 08:29:00,915.0,OROVILLE,2.0,33.0,29.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
WYANDOTTE1102,2019-09-25 03:23:00,2019-09-25 17:19:00,836.0,OROVILLE,2.0,33.0,29.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
WYANDOTTE1102,2019-09-25 03:23:00,2019-09-25 17:19:00,836.0,OROVILLE,2.0,33.0,29.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
WYANDOTTE1103,2019-09-23 17:07:00,2019-09-24 14:10:00,1263.0,"OROVILLE, BERRY CREEK",3.0,1603.0,1466.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
WYANDOTTE1103,2019-09-23 17:07:00,2019-09-24 14:10:00,1263.0,"OROVILLE, BERRY CREEK",3.0,1600.0,1465.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,9.4,25.1,7.6,17.4,29.5,7.8,8.6,20.5,5.4,5.8,20.1,10.0,,,
WYANDOTTE1103,2019-09-25 03:10:00,2019-09-25 21:04:00,1074.0,"OROVILLE, BERRY CREEK",3.0,1603.0,1466.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
WYANDOTTE1103,2019-09-25 03:10:00,2019-09-25 21:04:00,1074.0,"OROVILLE, BERRY CREEK",3.0,1600.0,1465.0,95966,-121.540946685493,39.4917002562126,True,29444.0,45.2,48228.0,0.7719399538106235,8.6,20.5,7.8,5.8,20.1,5.4,7.2,23.4,10.0,10.1,20.8,10.5,,,
