,circuit_name,deenergize_time,latitude,longitude
0,APPLE HILL-1103,2018-10-14 21:00:00,38.7396829674102,-120.677165094886
1,APPLE HILL-1104,2018-10-14 21:17:00,38.7396829674102,-120.677165094886
2,APPLE HILL-2102,2018-10-14 21:05:00,38.7396829674102,-120.677165094886
3,BONNIE NOOK-1102,2018-10-14 21:54:00,39.2147078693068,-120.809292450506
4,CALISTOGA-1101,2018-10-14 20:34:00,38.592088042243,-122.578610444001
5,CALISTOGA-1102,2018-10-14 20:34:00,38.592088042243,-122.578610444001
6,CLEAR LAKE-1101,2018-10-14 20:30:00,39.0077675085857,-122.894000771299
7,DIAMONDSPRINGS-1103,2018-10-14 21:25:00,38.6934122861058,-120.825894807298
8,DIAMONDSPRINGS-1104,2018-10-14 21:20:00,38.6934122861058,-120.825894807298
9,DIAMONDSPRINGS-1107,2018-10-14 21:35:00,38.6934122861058,-120.825894807298
10,EL DORADO PH-2101,2018-10-14 21:04:00,38.7956054290149,-120.621921461011
11,EL DORADO PH-2102,2018-10-14 21:00:00,38.7956054290149,-120.621921461011
12,FORESTHILL-1101,2018-10-14 21:27:00,39.0193016687429,-120.830245241687
13,FORESTHILL-1102,2018-10-14 21:27:00,39.0193016687429,-120.830245241687
16,MIDDLETOWN-1101,2018-10-14 20:39:00,38.7529172124159,-122.608722488845
17,MIDDLETOWN-1102,2018-10-14 20:39:00,38.7529172124159,-122.608722488845
18,MIDDLETOWN-1103,2018-10-14 20:39:00,38.7529172124159,-122.608722488845
19,OLETA-1102,2018-10-14 21:01:00,38.480764254906,-120.844943633836
20,PINE GROVE-1101,2018-10-14 22:11:00,38.4127977031006,-120.660233944587
21,PINE GROVE-1102,2018-10-14 22:11:00,38.4127977031006,-120.660233944587
22,PLACERVILLE-1110,2018-10-14 21:06:00,38.7308986421241,-120.783838608274
25,SILVERADO-2102,2018-10-14 20:29:00,38.4998179385502,-122.459110675812
26,SILVERADO-2104,2018-10-14 20:24:00,38.4998179385502,-122.459110675812
28,WEST POINT-1101,2018-10-14 21:11:00,38.4210150460082,-120.549773671074
29,BONNIE NOOK-1101,2018-10-14 21:54:00,39.2147078693068,-120.809292450506
30,PLACERVILLE-2106,2018-10-14 21:06:00,38.7308986421241,-120.783838608274
34,MONTICELLO1101,2019-06-08 06:18:00,38.5085165894211,-122.214463638288
62,CHALLENGE1102,2019-09-23 17:06:00,39.4852592580312,-121.22031867914
63,CHALLENGE1102,2019-09-23 17:06:00,39.4852592580312,-121.22031867914
64,CHALLENGE1102,2019-09-25 03:13:00,39.4852592580312,-121.22031867914
65,CHALLENGE1102,2019-09-25 03:13:00,39.4852592580312,-121.22031867914
66,DOBBINS1101,2019-09-23 17:08:00,39.3398765153899,-121.194927241139
67,DOBBINS1101,2019-09-23 17:08:00,39.3398765153899,-121.194927241139
68,DOBBINS1101,2019-09-25 02:57:00,39.3398765153899,-121.194927241139
69,DOBBINS1101,2019-09-25 02:57:00,39.3398765153899,-121.194927241139
74,NARROWS2101,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
75,NARROWS2101,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
76,NARROWS2101,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
77,NARROWS2101,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
78,NARROWS2102,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
79,NARROWS2102,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
80,NARROWS2102,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
81,NARROWS2102,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
82,NARROWS2105,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
83,NARROWS2105,2019-09-23 17:19:00,39.2351286694622,-121.268631468302
84,NARROWS2105,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
85,NARROWS2105,2019-09-25 03:02:00,39.2351286694622,-121.268631468302
86,SMARTVILLE1101,2019-09-23 17:07:00,39.2090055295849,-121.303269083848
87,SMARTVILLE1101,2019-09-23 17:07:00,39.2090055295849,-121.303269083848
88,SMARTVILLE1101,2019-09-25 02:51:00,39.2090055295849,-121.303269083848
89,SMARTVILLE1101,2019-09-25 02:51:00,39.2090055295849,-121.303269083848
110,BRUNSWICK1102,2019-09-25 02:49:00,39.2310500193179,-121.035026081788
111,BRUNSWICK1106,2019-09-25 02:51:00,39.2310500193179,-121.035026081788
114,CALISTOGA1101,2019-09-25 04:10:00,38.592088042243,-122.578610444001
116,FORESTHILL1101,2019-09-25 02:59:00,39.0193016687429,-120.830245241687
117,FORESTHILL1102,2019-09-25 02:59:00,39.0193016687429,-120.830245241687
118,FULTON1107,2019-09-25 04:12:00,38.4978184237796,-122.760668946971
130,RINCON1103,2019-09-25 04:09:00,33.2858527747877,-116.958652781094
135,BRUNSWICK1105,2019-09-25 02:50:00,39.2310500193179,-121.035026081788
155,ALLEGHANY1101,2019-10-09 02:24:00,39.4654815558529,-120.844800939297
156,ALLEGHANY1102,2019-10-09 02:24:00,39.4654815558529,-120.844800939297
157,ALPINE1102,2019-10-09 15:14:00,32.8277326448652,-116.789894264748
158,ALTO1120,2019-10-09 00:19:00,37.8986275090406,-122.524606228827
159,ALTO1125,2019-10-09 00:27:00,37.8986275090406,-122.524606228827
