X,Y,OBJECTID,Owner,Path,Source,Type,HIFLD_ID,Name,Max_Voltage,ZIP_CODE,STATE,COUNTY,CITY,Lon,Lat
-13051556.8424,4037150.6718,1363,SCE,,CEC,SUBSTATION,309181,Timoteo,115,92354,CA,San Bernardino County,Loma Linda,-117.244129931137,34.0621527019107
-13027829.1627,4145310.5959,1364,SCE,,CEC,SUBSTATION,304220,Tortilla,115,92311,CA,San Bernardino County,Barstow,-117.030980557287,34.8632333180205
-13096742.8777,4041380.5149,1365,SCE,,CEC,SUBSTATION,305722,Upland,66,91786,CA,San Bernardino County,Upland,-117.650042992077,34.0936249990972
-13067615.4515,4096806.388,1366,SCE,61,CEC,SUBSTATION,301779,Victor,,92392,CA,San Bernardino County,Victorville,-117.388386870454,34.5049403954365
-13059914.2704,4034355.0021,1367,SCE,,CEC,SUBSTATION,304336,Vista,,92313,CA,San Bernardino County,Grand Terrace,-117.319205983506,34.0413450044216
-12709621.1666,4068318.4532,1368,SCE,,CEC,,,Whipple,230,92267,CA,San Bernardino County,Unincorporated,-114.172469493288,34.2937830061169
-13082815.8505,4035322.4254,1369,SCE,,CEC,SUBSTATION,303327,Wimbledon,66,91761,CA,San Bernardino County,Ontario,-117.524934378144,34.0485459505985
-12960196.0581,4043696.2755,1370,SCE,,CEC,SUBSTATION,305508,Yucca,115,92284,CA,San Bernardino County,Yucca Valley,-116.423422041632,34.1108505435946
-13029684.2379,4038789.3818,1371,SCE,,CEC,SUBSTATION,309008,Zanja,115,92399,CA,San Bernardino County,Yucaipa,-117.047644981841,34.0743469691881
-12925903.1822,3908650.1613,1372,IID,,CEC,SUBSTATION,301944,San Felipe,92,92004,CA,San Diego County,Unincorporated,-116.115363896338,33.1004916740578
-13000991.5594,3872460.6128,1373,SDG&E,,CEC,SUBSTATION,308247,Alpine,69,91901,CA,San Diego County,Unincorporated,-116.789894264748,32.8277326448652
-13032210.2033,3913460.8445,1374,SDG&E,,CEC,SUBSTATION,304153,Ash,69,92027,CA,San Diego County,Escondido,-117.070336114839,33.1366861142347
-13050751.0842,3946472.1938,1375,SDG&E,,CEC,SUBSTATION,305771,Avocado,69,92028,CA,San Diego County,Unincorporated,-117.236891681685,33.3846527835553
-12988745.3852,3849399.039,1376,SDG&E,Southwest Powerlink,CEC,SUBSTATION,300685,Barrett Lake,69,91935,CA,San Diego County,Unincorporated,-116.679885010366,32.6534800091133
-13052256.9875,3908736.5356,1377,SDG&E,,CEC,SUBSTATION,307345,Batiquitos,230,92009,CA,San Diego County,Carlsbad,-117.25041944097,33.1011416647414
-13035100.4906,3898160.6579,1378,SDG&E,,CEC,SUBSTATION,307537,Bernardo,69,92127,CA,San Diego County,San Diego,-117.096300007067,33.0215194425544
-13018053.5376,3837389.6719,1379,SDG&E,,CEC,SUBSTATION,303807,Border,69,92154,CA,San Diego County,San Diego,-116.943164623466,32.562602751752
-12951823.9225,3931311.6805,1380,SDG&E,,CEC,SUBSTATION,307763,Borrego,69,92004,CA,San Diego County,Unincorporated,-116.34821386814,33.2708611120085
-12978317.5761,3896099.3128,1381,SDG&E,,CEC,SUBSTATION,308308,Boulder Creek,69,92036,CA,San Diego County,Unincorporated,-116.586210407557,33.0059918837375
-12943481.4908,3850491.1336,1382,SDG&E,,CEC,SUBSTATION,301210,Boulevard,69,91905,CA,San Diego County,Unincorporated,-116.273272528912,32.6617395295481
-13051659.7069,3856541.277,1383,SDG&E,,CEC,SUBSTATION,307355,Cabrillo,69,92152,CA,San Diego County,San Diego,-117.245053978351,32.7074829862412
-12967402.3154,3849368.8759,1384,SDG&E,Southwest Powerlink,CEC,SUBSTATION,310119,Cameron,69,91906,CA,San Diego County,Unincorporated,-116.488156952376,32.6532518743388
-13061417.8663,3913554.4202,1385,SDG&E,,CEC,SUBSTATION,304802,Cannon,,92008,CA,San Diego County,Carlsbad,-117.332713015878,33.1373900080471
-13025719.0831,3876063.7412,1386,SDG&E,,CEC,SUBSTATION,300055,Carlton Hills,138,92071,CA,San Diego County,San Diego,-117.012025390172,32.8549269899284
-13036492.9111,3889778.4006,1387,SDG&E,,CEC,SUBSTATION,301188,Chicarita,138,92129,CA,San Diego County,San Diego,-117.108808333141,32.9583611112436
-13029588.6326,3861342.8262,1388,SDG&E,,CEC,SUBSTATION,303602,Chollas,69,91945,CA,San Diego County,Lemon Grove,-117.046786144265,32.7437694869178
-13044862.7268,3872218.007,1389,SDG&E,,CEC,SUBSTATION,307132,Clairemont,69,92117,CA,San Diego County,San Diego,-117.183995667124,32.8259012965468
-13043675.9864,3855398.9562,1390,SDG&E,,CEC,SUBSTATION,307501,Coronado,69,92118,CA,San Diego County,Coronado,-117.173334996491,32.6988480105303
-13008009.9646,3897713.6883,1391,SDG&E,,CEC,SUBSTATION,308248,Creelman,,92065,CA,San Diego County,Unincorporated,-116.852941672008,33.0181527725632
-13052808.328,3892741.7541,1392,SDG&E,,CEC,SUBSTATION,310137,Del Mar,69,92075,CA,San Diego County,San Diego,-117.255372217604,32.9806944448452
-12983611.7429,3877431.9634,1393,SDG&E,,CEC,SUBSTATION,301129,Descanso,69,91916,CA,San Diego County,Unincorporated,-116.633768716883,32.8652513627058
-13037750.8964,3853112.6551,1394,SDG&E,,CEC,SUBSTATION,303096,Division,69,92136,CA,San Diego County,San Diego,-117.120109007552,32.6815630035693
-13048769.3407,3884298.8577,1395,SDG&E,,CEC,SUBSTATION,300151,Doublett,230,92130,CA,San Diego County,San Diego,-117.21908937737,32.9170496283353
-13049975.0008,3882242.9911,1396,SDG&E,,CEC,SUBSTATION,304193,Dunhill,69,92121,CA,San Diego County,San Diego,-117.229920006221,32.9015450190603
-13021295.2426,3868185.4647,1397,SDG&E,,CEC,SUBSTATION,303670,El Cajon,69,92020,CA,San Diego County,El Cajon,-116.972285354232,32.7954554773814
-13034231.271,3870897.6025,1398,SDG&E,,CEC,SUBSTATION,302064,Elliott,,92124,CA,San Diego County,San Diego,-117.088491674541,32.8159333500434
-13061730.0045,3913498.0521,1399,SDG&E,,CEC,SUBSTATION,309677,Encina,230,92008,CA,San Diego County,Carlsbad,-117.335517000765,33.1369659975044
-13056142.0386,3902031.7887,1400,SDG&E,,CEC,SUBSTATION,309050,Encinitas,69,92024,CA,San Diego County,Encinitas,-117.285319449247,33.0506722387767
-13034296.2279,3910685.6322,1401,SDG&E,,CEC,SUBSTATION,300270,Esco,69,92025,CA,San Diego County,Escondido,-117.089075192242,33.115807894935
-13037371.7599,3912025.5481,1402,SDG&E,,CEC,SUBSTATION,305776,Escondido,230,92029,CA,San Diego County,Escondido,-117.116703166932,33.1258888454716
-13042682.0126,3865041.7352,1403,SDG&E,,CEC,,,Fashion Valley,230,92111,CA,San Diego County,San Diego,-117.164405978378,32.7717129881126
-13032583.0293,3907688.477,1404,SDG&E,,CEC,SUBSTATION,309861,Felicita,69,92025,CA,San Diego County,Escondido,-117.073685267391,33.0932544002124
-13041782.1316,3881371.5667,1405,SDG&E,,CEC,SUBSTATION,304897,Fenton,69,92126,CA,San Diego County,San Diego,-117.156322209574,32.8949722289611
-13037221.9922,3849626.6364,1406,SDG&E,,CEC,SUBSTATION,306080,Fuel Oil Terminal,,91950,CA,San Diego County,National City,-117.115357780126,32.6552013927009
-13039533.9015,3872511.8026,1407,SDG&E,,CEC,SUBSTATION,310020,General Dynamics,,92123,CA,San Diego County,San Diego,-117.136126015375,32.8281190546306
-13048160.4941,3879335.0836,1408,SDG&E,,CEC,SUBSTATION,301710,Genesee,69,92121,CA,San Diego County,San Diego,-117.21362001492,32.8796099875261
-12968534.5278,3868567.3135,1409,SDG&E,,CEC,SUBSTATION,308984,Glencliff,69,91962,CA,San Diego County,Unincorporated,-116.49832778937,32.7983388945098
-13015573.5048,3869371.1255,1410,SDG&E,,CEC,SUBSTATION,301688,Granite Hills,69,92019,CA,San Diego County,El Cajon,-116.920886109072,32.8044083352752
-13075313.4295,3945618.9367,1411,SDG&E,,CEC,SUBSTATION,308470,Horno,69,92055,CA,San Diego County,Unincorporated,-117.457538983504,33.3782523601622
-13035205.0093,3840132.5322,1412,SDG&E,,CEC,SUBSTATION,306916,Imperial Beach,69,92154,CA,San Diego County,San Diego,-117.097238914828,32.5833666424632
-13019628.0076,3861394.6641,1413,SDG&E,,CEC,SUBSTATION,306500,Jamacha,69,91978,CA,San Diego County,Unincorporated,-116.957308327657,32.744161157822
-13086139.1748,3945092.5867,1414,SDG&E,43,CEC,SUBSTATION,310478,Japanese Mesa,69,92672,CA,San Diego County,Unincorporated,-117.554788307989,33.3743038859377
-13039070.2668,3873142.2357,1415,SDG&E,,CEC,SUBSTATION,309291,Kearny,69,92123,CA,San Diego County,San Diego,-117.131961113751,32.8328777825775
-13043724.5204,3859941.5224,1416,SDG&E,,CEC,SUBSTATION,309602,Kettner,69,92101,CA,San Diego County,San Diego,-117.173770985106,32.7331810117549
-13040004.4219,3871409.0455,1417,SDG&E,,CEC,SUBSTATION,304726,Kyocera,,92123,CA,San Diego County,San Diego,-117.140352772081,32.8197944481258
-13055025.4431,3874100.9377,1418,SDG&E,,CEC,SUBSTATION,305898,La Jolla,69,92037,CA,San Diego County,San Diego,-117.275288900919,32.8401139087588
-13076357.9674,3936903.5741,1419,SDG&E,,CEC,SUBSTATION,302995,Las Pulgas,69,92055,CA,San Diego County,Unincorporated,-117.466922227059,33.3128500031481
-13033937.5101,3928966.372,1420,SDG&E,,CEC,SUBSTATION,306693,Lilac,69,92082,CA,San Diego County,Unincorporated,-117.085852775704,33.2532444440191
-13013160.4457,3876684.8235,1421,SDG&E,,CEC,SUBSTATION,301288,Los Coches,230,92040,CA,San Diego County,Unincorporated,-116.899209230891,32.8596137210604
-13052533.4314,3922745.571,1422,SDG&E,,CEC,SUBSTATION,304402,Melrose,69,92083,CA,San Diego County,Vista,-117.252902778841,33.2065000034118
-13041885.7211,3872709.8359,1423,SDG&E,,CEC,SUBSTATION,302006,Mesa Heights,69,92111,CA,San Diego County,San Diego,-117.157252769758,32.8296139061975
-13043655.3653,3882690.2523,1424,SDG&E,,CEC,SUBSTATION,301790,Mesa Rim,,92121,CA,San Diego County,San Diego,-117.173149754398,32.9049183340642
-13022486.4989,3852680.6192,1425,SDG&E,Southwest Powerlink,CEC,SUBSTATION,305518,Miguel,500,91902,CA,San Diego County,Unincorporated,-116.982986591787,32.6782963284951
-13039464.8312,3881269.3828,1426,SDG&E,,CEC,SUBSTATION,303145,Miramar,69,92126,CA,San Diego County,San Diego,-117.13550554613,32.8942014673008
-13039680.5241,3866671.2312,1427,SDG&E,,CEC,SUBSTATION,301309,Mission,230,92108,CA,San Diego County,San Diego,-117.137443148655,32.7840202740073
-13050568.6418,3939070.2476,1428,SDG&E,,CEC,SUBSTATION,301345,Monserate,69,92028,CA,San Diego County,Unincorporated,-117.235252773922,33.3291138749823
-13035475.889,3846515.3117,1429,SDG&E,,CEC,SUBSTATION,308575,Montgomery,69,91910,CA,San Diego County,Chula Vista,-117.099672268812,32.6316666875281
-13057809.6662,3928829.1884,1430,SDG&E,,CEC,SUBSTATION,304856,Morro Hill,69,92057,CA,San Diego County,Oceanside,-117.300300003142,33.2522138867185
-13026946.3372,3867576.3253,1431,SDG&E,,CEC,SUBSTATION,300154,Murray,69,91942,CA,San Diego County,La Mesa,-117.023050001211,32.7908555489145
-12945841.9381,3913533.5456,1432,SDG&E,,CEC,SUBSTATION,305768,Narrows,92,92004,CA,San Diego County,Unincorporated,-116.294476788298,33.1372329857461
-13036334.467,3851992.2192,1433,SDG&E,,CEC,SUBSTATION,302065,National City,69,91950,CA,San Diego County,National City,-117.107385005601,32.6730910068618
-13066885.7433,3921453.719,1434,SDG&E,,CEC,SUBSTATION,308199,Oceanside,69,92054,CA,San Diego County,Oceanside,-117.381831790565,33.1967896159688
-13045796.5103,3864295.3362,1435,SDG&E,,CEC,SUBSTATION,303720,Old Town,230,92110,CA,San Diego County,San Diego,-117.192383987418,32.7660750038466
-13030817.8062,3841715.7925,1436,SDG&E,,CEC,SUBSTATION,306350,Otay,69,91911,CA,San Diego County,Chula Vista,-117.057827998526,32.5953499870676
-13016331.095,3841947.0315,1437,SDG&E,,CEC,SUBSTATION,305962,Otay Lake,69,91935,CA,San Diego County,Unincorporated,-116.927691658178,32.5971000498753
-13051119.3639,3868681.6163,1438,SDG&E,,CEC,SUBSTATION,300507,Pacific Beach,69,92109,CA,San Diego County,San Diego,-117.240199994805,32.7992019993289
-13036874.7484,3942616.1202,1439,SDG&E,,CEC,SUBSTATION,308927,Pala,69,92059,CA,San Diego County,Unincorporated,-117.112238436213,33.3557239880726
-13029945.8397,3856145.1888,1440,SDG&E,,CEC,SUBSTATION,300636,Paradise,69,92114,CA,San Diego County,San Diego,-117.049994990874,32.7044889905011
-13048774.8224,3884519.2859,1441,SDG&E,,CEC,,,Penasquitos,230,92130,CA,San Diego County,San Diego,-117.219138619849,32.9187118574075
-13061676.4721,3936413.3073,1442,SDG&E,,CEC,SUBSTATION,308957,Pendleton,69,92058,CA,San Diego County,Unincorporated,-117.335036110908,33.3091694541707
-13050362.3897,3861040.9914,1443,SDG&E,,CEC,SUBSTATION,306335,Point Loma,69,92107,CA,San Diego County,San Diego,-117.233399979476,32.741488881084
-13027862.8679,3892484.09,1444,SDG&E,,CEC,SUBSTATION,306075,Poway,69,92064,CA,San Diego County,Poway,-117.031283336304,32.978752781621
-13022897.8686,3850937.4783,1445,SDG&E,,CEC,SUBSTATION,307111,Proctor Valley,,91914,CA,San Diego County,Unincorporated,-116.986681988859,32.6651150183352
-13033052.8293,3894484.3643,1446,SDG&E,,CEC,SUBSTATION,304359,Rancho Carmel,69,92128,CA,San Diego County,San Diego,-117.077905553329,32.9938250014659
-13046485.0721,3897205.1531,1447,SDG&E,,CEC,SUBSTATION,308652,Rancho Santa Fe,69,92067,CA,San Diego County,Unincorporated,-117.198569443404,33.0143222214414
-13019777.6715,3933307.8946,1448,SDG&E,,CEC,SUBSTATION,302252,Rincon,69,92082,CA,San Diego County,Unincorporated,-116.958652781094,33.2858527747877
-13050769.0188,3874688.7058,1449,SDG&E,,CEC,SUBSTATION,308183,Rose Canyon,69,92037,CA,San Diego County,San Diego,-117.237052791389,32.8445499954413
-13040231.0956,3854809.6479,1450,SDG&E,,CEC,SUBSTATION,304366,Sampson,230,92113,CA,San Diego County,San Diego,-117.142389015965,32.6943930129504
-13061622.2581,3923407.4524,1451,SDG&E,44,CEC,SUBSTATION,304572,San Luis Rey,230,92054,CA,San Diego County,Oceanside,-117.334549098772,33.2114747105351
-13046336.3366,3912412.5156,1452,SDG&E,,CEC,SUBSTATION,305995,San Marcos,69,92078,CA,San Diego County,San Marcos,-117.197233329035,33.1288000074201
-13027359.446,3837332.5134,1453,SDG&E,,CEC,SUBSTATION,307222,San Ysidro,69,92154,CA,San Diego County,San Diego,-117.026761020501,32.5621700020785
-12987761.4169,3909981.4469,1454,SDG&E,,CEC,SUBSTATION,306675,Santa Ysabel,69,92036,CA,San Diego County,Unincorporated,-116.671045872769,33.1105094441661
-13020859.2779,3875998.9437,1455,SDG&E,,CEC,SUBSTATION,310267,Santee,,92071,CA,San Diego County,Santee,-116.968369017245,32.8544380093299
-13037143.6458,3851632.5186,1456,SDG&E,,CEC,,,Scrap Disposal Corp.,69,92136,CA,San Diego County,National City,-117.114653982695,32.67037101804
-13036914.3807,3883494.0762,1457,SDG&E,,CEC,SUBSTATION,304405,Scripps,69,92131,CA,San Diego County,San Diego,-117.112594459727,32.9109805777494
-13024685.5495,3860708.8204,1458,SDG&E,,CEC,SUBSTATION,310301,Spring Valley,69,91977,CA,San Diego County,Unincorporated,-117.002740999822,32.7389789933339
-13043249.2349,3857423.4804,1459,SDG&E,,CEC,SUBSTATION,302259,Station B,69,92101,CA,San Diego County,San Diego,-117.169501422589,32.7141511243597
-13038402.2242,3862823.9879,1460,SDG&E,,CEC,SUBSTATION,301382,Station F,69,92104,CA,San Diego County,San Diego,-117.125959984815,32.7549600127311
-13033129.9143,3861592.7735,1461,SDG&E,,CEC,SUBSTATION,308669,Streamview,69,92105,CA,San Diego County,San Diego,-117.078598019083,32.7456579956951
-13070753.3398,3929428.5917,1462,SDG&E,,CEC,SUBSTATION,306532,Stuart,69,92058,CA,San Diego County,Unincorporated,-117.41657500125,33.2567166657136
-13027754.9639,3849999.3169,1463,SDG&E,,CEC,SUBSTATION,306258,Sunnyside,69,91902,CA,San Diego County,Unincorporated,-117.030314018112,32.6580200103112
-13034592.3178,3850039.9105,1464,SDG&E,,CEC,SUBSTATION,307315,Sweetwater,69,91950,CA,San Diego County,National City,-117.091735013191,32.6583270179339
-13027845.526,3884345.1352,1465,SDG&E,,CEC,SUBSTATION,305902,Sycamore Canyon,230,92071,CA,San Diego County,San Diego,-117.031127551462,32.9173986053894
-13087994.33,3955602.6599,1466,SDG&E,,CEC,SUBSTATION,300131,Talega,230,92672,CA,Orange County,Unincorporated,-117.571453451374,33.4531124249251
-13051098.1016,3881864.5971,1467,SDG&E,,CEC,SUBSTATION,308692,Torrey Pines,69,92121,CA,San Diego County,San Diego,-117.240008992339,32.8986910117395
-13041240.6874,3857303.8856,1468,SDG&E,,CEC,SUBSTATION,308215,Urban,69,92101,CA,San Diego County,San Diego,-117.151458333897,32.7132471956138
-13036733.103,3859526.3951,1469,SDG&E,,CEC,SUBSTATION,304119,Wabash,69,92105,CA,San Diego County,San Diego,-117.110966014324,32.730044002442
-12988305.173,3928173.609,1470,SDG&E,,CEC,SUBSTATION,306424,Warner,69,92086,CA,San Diego County,Unincorporated,-116.675930516946,33.2472888414539
-13024638.6224,3897349.7097,1471,SDG&E,,CEC,SUBSTATION,303929,Warren Canyon,69,92064,CA,San Diego County,Poway,-117.002319446796,33.0154111140976
-13631732.653,4535961.5675,1472,PG&E,,CEC,SUBSTATION,301877,Daly City,115,94014,CA,San Mateo County,Daly City,-122.455937912124,37.6916795472424
-13624776.2101,4549454.9375,1473,PG&E,,CEC,SUBSTATION,305027,Embarcadero,230,94105,CA,San Francisco County,San Francisco,-122.393447122464,37.7875348407852
-13627399.1474,4548909.0832,1474,PG&E,,CEC,SUBSTATION,300046,Larkin,115,94109,CA,San Francisco County,San Francisco,-122.417009368977,37.7836595660133
-13626567.364,4537635.4218,1475,PG&E,,CEC,SUBSTATION,301170,Martin,230,94014,CA,San Mateo County,Brisbane,-122.409537331349,37.7035771513262
-13627044.4295,4548020.8259,1476,PG&E,,CEC,SUBSTATION,309248,Mission,115,94103,CA,San Francisco County,San Francisco,-122.41382288376,37.7773529780776
-13528301.5184,4530578.6749,1477,Other,,CEC,SUBSTATION,303382,AEC 300,115,95377,CA,San Joaquin County,Unincorporated,-121.526800221596,37.6534054932519
-13505207.9114,4537857.866,1478,Other,,CEC,SUBSTATION,309285,Banta Carbona,60,95304,CA,San Joaquin County,Unincorporated,-121.319346820487,37.7051581206209
-13530749.1435,4540194.7939,1479,Other,,CEC,SUBSTATION,309534,Ellis,,95377,CA,San Joaquin County,Unincorporated,-121.548787611791,37.7217652442408
-13501174.1474,4552550.2499,1480,Other,,CEC,,,Louise,,95330,CA,San Joaquin County,Lathrop,-121.283110902021,37.8095060652112
-13515552.6798,4542869.502,1481,Other,,CEC,SUBSTATION,301232,Heinz,,95376,CA,San Joaquin County,Tracy,-121.412275455431,37.7407681973855
-13475683.5549,4557166.6248,1482,PG&E,H3,CEC,SUBSTATION,306027,Avena,115,95320,CA,San Joaquin County,Unincorporated,-121.054125013685,37.8422619920445
-13508687.4437,4544580.5363,1483,PG&E,,CEC,SUBSTATION,301898,Banta,115,95304,CA,San Joaquin County,Unincorporated,-121.350603991048,37.7529219955182
-13471181.9686,4581617.4179,1484,PG&E,H3,CEC,SUBSTATION,305708,Bellota,230,95236,CA,San Joaquin County,Unincorporated,-121.013686575061,38.0155123389828
-13506030.2474,4543814.8507,1485,PG&E,,CEC,SUBSTATION,308573,Calvo,60,95304,CA,San Joaquin County,Unincorporated,-121.326733990465,37.7474834340099
-13516043.1493,4536040.334,1486,PG&E,,CEC,SUBSTATION,300566,Carbona,,95377,CA,San Joaquin County,Unincorporated,-121.41668141791,37.6922394549304
-13506682.5803,4573107.3368,1487,PG&E,,CEC,SUBSTATION,300889,Channel,60,95203,CA,San Joaquin County,Stockton,-121.332593996426,37.9552590005891
-13496153.4275,4580204.5008,1488,PG&E,,CEC,SUBSTATION,308430,Cherokee,60,95215,CA,San Joaquin County,Unincorporated,-121.238009007553,38.0055119851339
-13489905.6923,4606333.1078,1489,PG&E,,CEC,SUBSTATION,310102,Colony,60,95220,CA,San Joaquin County,Unincorporated,-121.181884646817,38.1902244358813
-13504878.9855,4576489.3398,1490,PG&E,,CEC,SUBSTATION,304874,Country Club,60,95211,CA,San Joaquin County,Stockton,-121.316392028513,37.9792102871859
-13498783.4633,4574190.9512,1491,PG&E,,CEC,SUBSTATION,308454,East Stockton,,95205,CA,San Joaquin County,Stockton,-121.261635021095,37.9629339899309
-13501981.557,4562782.306,1492,PG&E,,CEC,SUBSTATION,301146,French Camp,,95231,CA,San Joaquin County,Unincorporated,-121.290363985651,37.8820889873717
-13499011.214,4555554.5712,1493,Other,,CEC,SUBSTATION,300095,Gronemeyer,60,95330,CA,San Joaquin County,Lathrop,-121.263680940054,37.8308251647727
-13505322.8143,4582478.6092,1494,PG&E,,CEC,SUBSTATION,305940,Hammer,60,95210,CA,San Joaquin County,Stockton,-121.320379010387,38.0216070147067
-13501984.3414,4574303.2016,1495,PG&E,,CEC,SUBSTATION,306732,Harding,60,95202,CA,San Joaquin County,Stockton,-121.290388997881,37.963728987298
-13515969.7249,4544002.8082,1496,PG&E,,CEC,SUBSTATION,307284,Tracy,,95376,CA,San Joaquin County,Tracy,-121.416021836133,37.7488185075406
-13507639.1915,4543590.5856,1497,PG&E,,CEC,SUBSTATION,303339,Kasson,115,95304,CA,San Joaquin County,Unincorporated,-121.341187380968,37.7458904328364
-13506292.9603,4570751.7269,1498,PG&E,,CEC,,,Learner,60,95203,CA,San Joaquin County,Stockton,-121.329093980344,37.9385719969801
-13485968.956,4544987.121,1499,PG&E,,CEC,SUBSTATION,306321,Ripon,,95366,CA,San Joaquin County,Ripon,-121.146520343654,37.7558097502052
-13480329.8042,4581825.5027,1500,PG&E,,CEC,SUBSTATION,304406,Linden,60,95236,CA,San Joaquin County,Unincorporated,-121.09586298043,38.0169850075536
-13487531.8574,4596073.0481,1501,PG&E,,CEC,SUBSTATION,300823,Lockeford,230,95240,CA,San Joaquin County,Unincorporated,-121.160560125709,38.1177480858535
-13513289.8387,4540189.5533,1502,PG&E,,CEC,SUBSTATION,301199,TRACY DEFENSE DEPOT,,95304,CA,San Joaquin County,Unincorporated,-121.391948008122,37.7217280070029
-13494579.4798,4551370.6807,1503,PG&E,H3,CEC,SUBSTATION,300727,Manteca,115,95336,CA,San Joaquin County,Manteca,-121.223869994633,37.8011339885782
-13522966.6006,4578217.8328,1504,PG&E,,CEC,SUBSTATION,303689,Mc Donald,,95206,CA,San Joaquin County,Unincorporated,-121.478875839575,37.9914484267608
-13501596.1354,4590439.4862,1505,PG&E,,CEC,SUBSTATION,308655,Mettler,60,95242,CA,San Joaquin County,Unincorporated,-121.286901684065,38.0779223707601
-13528570.0029,4570523.8262,1506,PG&E,,CEC,SUBSTATION,301686,Middle River,60,95219,CA,San Joaquin County,Unincorporated,-121.529212058433,37.9369573605141
-13500854.4471,4575100.4327,1507,PG&E,,CEC,SUBSTATION,300272,Monarch,60,95205,CA,San Joaquin County,Stockton,-121.280238984955,37.9693750164334
-13490361.9184,4575024.6008,1508,PG&E,,CEC,SUBSTATION,306668,Mormon,60,95215,CA,San Joaquin County,Unincorporated,-121.185982996243,37.9688379902935
-13500936.827,4582515.771,1509,PG&E,,CEC,SUBSTATION,303663,Mosher,60,95210,CA,San Joaquin County,Stockton,-121.280979016538,38.0218699983155
-13506228.4452,4571845.2777,1510,Other,,CEC,SUBSTATION,300431,National,,95203,CA,San Joaquin County,Stockton,-121.328514431545,37.9463191188251
-13502892.2648,4576673.0378,1511,PG&E,,CEC,SUBSTATION,303417,Oak Park,60,95204,CA,San Joaquin County,Stockton,-121.298545012838,37.9805110092303
-13523966.9361,4539016.7675,1512,Other,,CEC,SUBSTATION,308705,Owens Illinois,115,95377,CA,San Joaquin County,Unincorporated,-121.487862005858,37.7133941934046
-13482598.872,4541622.54,1513,PG&E,,CEC,SUBSTATION,307599,Lee,,95366,CA,San Joaquin County,Ripon,-121.116246363321,37.7319095344446
-13506376.8335,4571432.3605,1514,PG&E,,CEC,SUBSTATION,304947,Robertson,60,95203,CA,San Joaquin County,Stockton,-121.329847425923,37.9433939552112
-13508222.016,4572318.0283,1515,PG&E,,CEC,,,Rough & Ready,60,95203,CA,San Joaquin County,Stockton,-121.346422982186,37.9496680071184
-13502041.1148,4552127.6853,1516,PG&E,,CEC,,,S.J. Power,,95330,CA,San Joaquin County,Lathrop,-121.290899002145,37.8065069920976
-13501798.7697,4572006.0477,1517,PG&E,,CEC,SUBSTATION,304843,Stockton Station A,115,95203,CA,San Joaquin County,Stockton,-121.288721979094,37.9474580046125
-13508467.4029,4578337.9814,1518,PG&E,,CEC,SUBSTATION,309735,Stagg,230,95219,CA,San Joaquin County,Stockton,-121.34862733051,37.9922990315874
-13499841.4372,4566463.421,1519,Other,,CEC,SUBSTATION,308918,Cargill,60,95206,CA,San Joaquin County,Stockton,-121.271138962596,37.9081841582846
-13504228.1577,4571638.5713,1520,Other,,CEC,SUBSTATION,304221,Cal-Cedar,60,95203,CA,San Joaquin County,Stockton,-121.310545542879,37.9448547956315
-13500584.0529,4576390.8673,1521,Other,,CEC,SUBSTATION,300901,Sumiden Wire,60,95205,CA,San Joaquin County,Stockton,-121.277809992459,37.9785130164186
-13516655.4623,4595891.0145,1522,PG&E,,CEC,SUBSTATION,308187,Terminous,60,95242,CA,San Joaquin County,Unincorporated,-121.422181919905,38.116461562816
-13463471.9359,4559163.5116,1523,PG&E,H3,CEC,SUBSTATION,308653,Valley Home,115,95361,CA,San Joaquin County,Unincorporated,-120.944426173447,37.8564265865871
-13489426.6105,4600001.3734,1524,PG&E,,CEC,SUBSTATION,302105,Victor,60,95237,CA,San Joaquin County,Unincorporated,-121.177580982113,38.1455060116657
-13493023.5183,4586722.0806,1525,PG&E,,CEC,SUBSTATION,303711,Waterloo,60,95212,CA,San Joaquin County,Unincorporated,-121.209892554344,38.0516307832746
-13496405.5643,4568109.6267,1526,PG&E,,CEC,SUBSTATION,303226,Weber,230,95205,CA,San Joaquin County,Unincorporated,-121.240273990767,37.919851003046
-13501237.5829,4578042.4137,1527,PG&E,,CEC,SUBSTATION,308641,West Lane,60,95204,CA,San Joaquin County,Stockton,-121.283680752546,37.9902065110658
-13433083.4421,4227318.2552,1528,PG&E,,CEC,SUBSTATION,305599,Atascadero,60,93422,CA,San Luis Obispo County,Atascadero,-120.671441688465,35.4654721780743
-13448667.3007,4213082.0729,1529,PG&E,,CEC,SUBSTATION,305676,Baywood,60,93442,CA,San Luis Obispo County,Unincorporated,-120.811433872757,35.3612462112617
-13423583.8682,4170262.5274,1530,PG&E,,CEC,SUBSTATION,308836,Callendar,115,93420,CA,San Luis Obispo County,Unincorporated,-120.586105564267,35.0469443666162
-13482502.342,4245778.9907,1531,PG&E,,CEC,SUBSTATION,301027,Cambria,60,93428,CA,San Luis Obispo County,Unincorporated,-121.115379220115,35.6004260549183
-13362813.2975,4215735.3404,1532,PG&E,,CEC,SUBSTATION,307013,Carrizo Plains,,93453,CA,San Luis Obispo County,Unincorporated,-120.040194239749,35.3806815386697
-13455226.8964,4225026.5573,1533,PG&E,,CEC,SUBSTATION,306483,Cayucos,60,93430,CA,San Luis Obispo County,Unincorporated,-120.87035972373,35.448703299598
