,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,circuit_name,deenergize_time,source_circuit_name,source_deenergize_time,approximated
0,2019-10-22,18.2,8.9,27.8,,,,6.9,,1020.0,,FROGTOWN1701,2019-10-27 00:09:00,WESTLEY1103,2019-10-27 00:02:00,True
1,2019-10-23,18.8,11.7,27.2,,,,6.8,,1014.7,,FROGTOWN1701,2019-10-27 00:09:00,WESTLEY1103,2019-10-27 00:02:00,True
2,2019-10-24,19.5,13.9,28.9,,,,8.3,,1016.5,,FROGTOWN1701,2019-10-27 00:09:00,WESTLEY1103,2019-10-27 00:02:00,True
3,2019-10-25,18.0,8.3,30.0,,,,4.2,,1017.6,,FROGTOWN1701,2019-10-27 00:09:00,WESTLEY1103,2019-10-27 00:02:00,True
4,2019-10-26,17.4,8.9,27.8,,,,3.4,,1010.2,,FROGTOWN1701,2019-10-27 00:09:00,WESTLEY1103,2019-10-27 00:02:00,True
