time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-05,20.6,12.8,29.4,0.0,,,2.9,,1015.3,
2019-10-06,21.8,12.8,32.8,0.0,,,3.0,,1014.7,
2019-10-07,22.0,14.4,31.7,0.0,,,2.7,,1012.9,
2019-10-08,19.9,13.9,27.2,0.0,,,4.0,,1010.7,
2019-10-09,19.5,17.8,23.3,0.0,,,8.2,,1010.2,
2019-10-10,22.1,17.8,27.2,0.0,,,7.6,,1011.3,
