time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-10-06,17.1,11.1,27.2,0.0,,314.0,7.8,,1014.8,
2021-10-07,15.3,8.9,22.8,0.0,,268.0,12.0,,1015.2,
2021-10-08,15.4,11.7,21.7,0.3,,313.0,15.4,,1017.9,
2021-10-09,14.2,3.9,23.9,0.0,,59.0,8.3,,1020.4,
2021-10-10,15.9,4.4,26.7,0.0,,350.0,5.2,,1017.9,
