,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,circuit_name,deenergize_time,source_circuit_name,source_deenergize_time,approximated
0,2020-09-02,25.6,21.0,30.0,0.0,,,4.0,,1013.7,,BUCKS CREEK,2020-09-07 21:53:00,PIKE CITY,2020-09-07 21:57:00,True
1,2020-09-03,25.4,21.0,31.0,0.0,,,2.8,,1013.7,,BUCKS CREEK,2020-09-07 21:53:00,PIKE CITY,2020-09-07 21:57:00,True
2,2020-09-04,26.8,23.0,32.0,0.0,,,7.1,,1013.2,,BUCKS CREEK,2020-09-07 21:53:00,PIKE CITY,2020-09-07 21:57:00,True
3,2020-09-05,29.4,24.0,35.0,0.0,,,6.7,,1014.1,,BUCKS CREEK,2020-09-07 21:53:00,PIKE CITY,2020-09-07 21:57:00,True
4,2020-09-06,31.9,29.0,36.0,0.0,,49.0,6.1,,1015.0,,BUCKS CREEK,2020-09-07 21:53:00,PIKE CITY,2020-09-07 21:57:00,True
