time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-21,25.3,18.9,32.2,0.0,0.0,68.0,9.4,,1014.8,
2019-10-22,25.3,18.9,35.6,0.0,0.0,50.0,9.4,,1016.1,
2019-10-23,23.9,17.8,32.8,0.0,0.0,131.0,9.4,,1011.6,
2019-10-24,25.0,17.8,36.7,0.0,0.0,340.0,7.6,,1013.4,
2019-10-25,28.0,18.9,34.4,0.0,0.0,281.0,9.4,,1014.4,
