,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,circuit_name,deenergize_time,source_circuit_name,source_deenergize_time,approximated
0,2018-10-09,17.8,11.1,28.3,0.0,,,4.9,,1008.2,,REDBUD-1102,2018-10-14 20:35:00,CLEAR LAKE-1101,2018-10-14 20:30:00,True
1,2018-10-10,15.2,7.8,24.4,0.0,,,3.8,,1007.9,,REDBUD-1102,2018-10-14 20:35:00,CLEAR LAKE-1101,2018-10-14 20:30:00,True
2,2018-10-11,14.5,9.4,24.4,0.0,,,3.3,,1010.4,,REDBUD-1102,2018-10-14 20:35:00,CLEAR LAKE-1101,2018-10-14 20:30:00,True
3,2018-10-12,16.5,7.2,29.4,0.0,,,2.1,,1011.6,,REDBUD-1102,2018-10-14 20:35:00,CLEAR LAKE-1101,2018-10-14 20:30:00,True
4,2018-10-13,16.9,7.2,31.1,0.0,,,1.4,,1009.9,,REDBUD-1102,2018-10-14 20:35:00,CLEAR LAKE-1101,2018-10-14 20:30:00,True
