time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-20,21.7,16.0,27.0,,,99.0,3.6,,,
2020-10-21,20.5,17.0,26.0,,,,3.0,,,
2020-10-22,19.4,17.0,23.0,,,43.0,8.3,,,
2020-10-23,17.0,13.0,22.0,,,131.0,4.1,,,
2020-10-24,15.0,11.0,20.0,,,179.0,5.0,,,
