,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,circuit_name,deenergize_time,source_circuit_name,source_deenergize_time,approximated
0,2019-10-21,16.8,8.9,28.3,0.0,0.0,,7.2,,,,SOLEDAD1114,2019-10-26 22:28:00,CAMPHORA1101,2019-10-26 22:16:00,True
1,2019-10-22,18.1,10.0,31.7,0.0,0.0,,9.0,,,,SOLEDAD1114,2019-10-26 22:28:00,CAMPHORA1101,2019-10-26 22:16:00,True
2,2019-10-23,17.6,9.4,29.4,0.0,0.0,,9.4,,,,SOLEDAD1114,2019-10-26 22:28:00,CAMPHORA1101,2019-10-26 22:16:00,True
3,2019-10-24,20.7,11.7,35.0,0.0,0.0,,13.7,,,,SOLEDAD1114,2019-10-26 22:28:00,CAMPHORA1101,2019-10-26 22:16:00,True
4,2019-10-25,22.1,12.8,35.0,0.0,0.0,,11.9,,,,SOLEDAD1114,2019-10-26 22:28:00,CAMPHORA1101,2019-10-26 22:16:00,True
