time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-10-10,10.1,8.3,12.8,0.5,,,5.3,,,
2018-10-11,11.1,8.3,15.6,0.0,,,7.3,,1009.6,
2018-10-12,13.1,8.3,20.0,0.0,,,10.0,,1012.0,
2018-10-13,15.3,11.1,20.6,0.0,,,9.6,,1009.6,
2018-10-14,10.4,6.7,14.4,0.0,,77.0,15.3,,1014.1,
2018-10-15,11.6,5.0,19.4,0.0,,,11.6,,1021.0,
