time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-10-07,16.9,10.6,23.3,0.0,0.0,13.0,6.5,,1012.9,
2021-10-08,14.2,6.1,20.6,0.0,0.0,134.0,8.6,,1015.7,
2021-10-09,17.4,10.0,26.1,0.0,0.0,351.0,3.2,,1020.6,
2021-10-10,17.2,6.7,28.9,0.0,0.0,335.0,9.0,,1016.6,
2021-10-11,17.3,10.0,19.4,0.0,0.0,354.0,22.3,,1017.1,
2021-10-12,14.6,8.9,21.7,0.0,0.0,349.0,12.2,,1017.7,
