time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-10-10,16.0,7.0,24.0,0.0,,318.0,14.8,,1017.9,
2021-10-11,12.6,8.1,16.0,0.3,,280.0,43.4,,1007.5,
2021-10-12,9.5,5.5,14.9,0.0,,286.0,20.3,,1012.9,
2021-10-13,12.5,6.1,20.0,0.0,,331.0,11.0,,1015.3,
2021-10-14,15.1,9.0,22.0,0.0,,23.0,10.8,,1018.7,
