time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-10,16.3,11.7,23.3,0.0,,,6.2,,1015.4,
2020-10-11,18.8,13.9,26.1,0.0,,,5.2,,,
2020-10-12,18.5,11.1,31.1,0.0,,,6.0,,1018.1,
2020-10-13,18.8,10.0,31.1,0.0,,,5.4,,1017.7,
2020-10-14,19.9,12.2,31.7,0.0,,,4.5,,1017.5,
2020-10-15,22.4,13.9,34.4,0.0,,,5.0,,1014.7,
