time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-21,18.8,10.0,32.0,0.0,,339.0,4.2,,1010.1,
2020-10-22,15.7,12.0,25.0,0.0,,138.0,8.5,,,
2020-10-23,15.8,11.0,23.0,0.0,,356.0,2.8,,1014.7,
2020-10-24,15.0,9.0,22.0,0.0,,1.0,4.6,,1015.2,
2020-10-25,16.0,11.0,20.0,0.0,,150.0,9.3,,,
2020-10-26,14.2,5.0,22.0,0.0,,340.0,10.4,,1018.5,
