time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-04,15.6,7.2,25.0,0.0,,,10.8,,1019.3,
2019-10-05,16.6,7.2,27.2,0.0,,,4.9,,1019.0,
2019-10-06,18.1,7.8,29.4,0.0,,,2.5,,1016.9,
2019-10-07,20.2,9.8,30.8,0.0,,,3.0,,,
2019-10-08,19.6,10.0,29.4,0.0,,,3.4,,1010.0,
