time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-11-16,16.7,8.3,26.7,0.0,0.0,,12.6,,1019.6,
2019-11-17,19.8,7.8,30.6,0.0,0.0,,7.2,,1017.8,
2019-11-18,18.6,8.3,25.6,0.0,0.0,,4.0,,1012.9,
2019-11-19,15.8,7.2,22.2,0.0,0.0,,12.6,,1005.5,
2019-11-20,16.8,13.9,19.4,0.0,0.0,10.0,32.0,,1005.0,
2019-11-21,15.1,5.0,20.0,0.0,0.0,,10.1,,1011.2,
