time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-10,19.0,12.2,25.0,0.0,,230.0,10.8,,1013.9,
2020-10-11,19.9,11.1,29.4,0.0,,354.0,12.4,,1017.9,
2020-10-12,20.3,11.7,31.7,0.0,,11.0,6.2,,1018.6,
2020-10-13,21.1,11.1,32.8,0.0,,3.0,3.3,,1018.0,
2020-10-14,25.6,15.0,36.1,0.0,,352.0,11.7,,1017.9,
2020-10-15,27.6,18.3,34.4,0.0,,12.0,20.8,,1015.6,
2020-10-16,27.9,18.3,35.6,0.0,,355.0,18.1,,1014.6,
