time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-21,23.1,12.2,35.0,,,,6.6,,1015.6,
2019-10-22,23.7,13.3,36.1,,,,4.7,,1016.9,
2019-10-23,22.0,10.6,36.1,,,,4.1,,1012.4,
2019-10-24,26.4,18.9,32.2,,,,15.0,,1013.8,
2019-10-25,26.8,16.1,34.4,,,,14.3,,1015.0,
