time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-22,12.8,9.0,19.0,,,,12.2,,,
2019-10-23,13.1,9.0,19.0,,,,8.7,,,
2019-10-24,15.8,8.0,27.0,,,,12.3,,,
2019-10-25,,,,,,,,,,
2019-10-26,,,,,,,,,,
2019-10-27,,,,,,,,,,
2019-10-28,,,,,,,,,,
2019-10-29,7.4,2.0,15.0,,,,11.6,,,
