time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-10-05,16.2,6.0,29.0,0.0,0.0,336.0,3.0,,1018.9,
2019-10-06,18.7,10.0,28.3,0.0,0.0,292.0,6.8,,1016.2,
2019-10-07,19.8,12.8,30.0,0.0,0.0,304.0,5.8,,1014.2,
2019-10-08,17.3,8.0,29.0,0.0,0.0,311.0,9.4,,1011.5,
2019-10-09,16.2,5.0,25.0,0.0,0.0,295.0,8.8,,1012.2,
2019-10-10,15.7,7.0,27.0,0.0,0.0,5.0,9.3,,1014.8,
