,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,circuit_name,deenergize_time,source_circuit_name,source_deenergize_time,approximated
0,2021-10-06,26.7,19.4,32.2,0.0,,331.0,8.2,,1011.1,,OILFIELDS,2021-10-11 12:20:00,PERRY,2021-10-11 11:48:00,True
1,2021-10-07,26.6,22.8,31.7,0.0,,281.0,13.6,,1011.3,,OILFIELDS,2021-10-11 12:20:00,PERRY,2021-10-11 11:48:00,True
2,2021-10-08,24.3,21.1,26.7,0.0,,285.0,20.5,,1012.9,,OILFIELDS,2021-10-11 12:20:00,PERRY,2021-10-11 11:48:00,True
3,2021-10-09,23.0,17.2,30.0,0.0,,340.0,11.2,,1012.9,,OILFIELDS,2021-10-11 12:20:00,PERRY,2021-10-11 11:48:00,True
4,2021-10-10,22.9,13.9,30.0,0.0,,310.0,7.5,,1012.6,,OILFIELDS,2021-10-11 12:20:00,PERRY,2021-10-11 11:48:00,True
