time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-09-19,17.3,10.2,24.8,0.0,,,9.2,,1013.1,
2019-09-20,19.7,11.8,28.3,0.0,,,13.6,,1013.0,
2019-09-21,20.8,11.7,29.9,0.0,,,8.5,,1013.4,
2019-09-22,22.0,14.5,29.4,0.0,,,7.1,,1011.6,
2019-09-23,22.1,13.7,31.2,0.0,,336.0,16.7,,1013.0,
2019-09-24,27.2,19.4,36.1,0.0,,334.0,20.6,,1013.5,
