time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-09-26,,9.8,22.5,0.0,,,,,,
2020-09-27,,6.9,14.4,2.1,,,,,,
2020-09-28,,5.9,14.7,0.0,,,,,,
